Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57372.raw
A5PLL7	TM189_HUMAN	TMEM189	Plasmanylethanolamine desaturase	1	1	20026.6
A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13	2	2	3.20713e+06
A5WHC3	DAPA_PSYWF	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	160864
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	38	38	2.63878e+06
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	244025
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1	0	403090
A6NCW0;A8MUK1;C9J2P7;C9JJH3;C9JLJ4;C9JPN9;C9JVI0;D6R901;D6R9N7;D6RA61;D6RBQ6;D6RCP7;D6RJB6;Q0WX57;Q7RTZ2	U17L1_HUMAN;U17L3_HUMAN;U17L5_HUMAN;U17LA_HUMAN;U17LB_HUMAN;U17LD_HUMAN;U17LF_HUMAN;U17LH_HUMAN;U17LI_HUMAN;U17LJ_HUMAN;U17LK_HUMAN;U17LL_HUMAN;U17LM_HUMAN;U17LO_HUMAN;UL17C_HUMAN	USP17L1;USP17L10;USP17L11;USP17L12;USP17L13;USP17L15;USP17L17;USP17L18;USP17L19;USP17L20;USP17L21;USP17L22;USP17L24;USP17L3;USP17L5	Ubiquitin carboxyl-terminal hydrolase 17-like protein 3	1	0	1.55121e+06
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	8	8	832846
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	4	4	193617
A6NED2	RCCD1_HUMAN	RCCD1	RCC1 domain-containing protein 1	1	1	709.144
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	1.54644e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	29	29	1.40745e+06
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	3	2	1.33122e+06
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	1	1	8683.54
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	2	2	136875
A7ZPS4;A8A2X1;B1IWI1;B1LNC8;B2TXQ4;B5Z015;B6I548;B7LCL6;B7LKG3;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_ESCF3;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	4	4	99473.1
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	12	1	298121
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	4879.96
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1	0	2.96767e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	2	2	129931
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	25	24	2.49699e+06
B2FL61;B4SRX7	DAPA_STRM5;DAPA_STRMK	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	1.73072e+06
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	3	0	1.12072e+06
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	2	2	2581.37
E0SDG8	CDIA_DICD3	cdiA	Deoxyribonuclease CdiA	1	1	706562
E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	5.5942e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	5.9761e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	7	0	2.24785e+07
J8HQ06	GAJB_BACC6	gajB	Gabija protein GajB	1	1	2.51698e+06
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	817151
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	4	4	2.56345e+06
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	1	1	130566
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	3	3	399256
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	14	14	2.37899e+06
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	1	1	1510.26
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	11	11	873053
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	1	1	51063.1
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	14	6	1.01527e+07
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	9	9	2.94778e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	9	9	1.53278e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	23	22	1.27992e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	7	7	9.67478e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	6	6	297416
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	11	11	874782
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	7	7	417259
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	12	12	1.10429e+07
O00193	SMAP_HUMAN	SMAP	Small acidic protein	2	2	170505
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	3	3	2.14862e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	14	11	760722
O00212	RHOD_HUMAN	RHOD	Rho-related GTP-binding protein RhoD	1	1	1.99333e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	917017
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	19	18	9.89873e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	12	12	1.90262e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	9	9	3.0335e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	5	5	2.4015e+06
O00255	MEN1_HUMAN	MEN1	Menin	4	4	126147
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	3	3	6065.46
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	8.07581e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	22	22	922654
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	2	2	3401.95
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	10	10	1.94082e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	2	2	50165
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	5	5	246773
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	9.45127e+06
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	4.49035e+06
O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	2	1	446365
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	504004
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	35979.6
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	984430
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	5	5	103131
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	2	2	552898
O00410	IPO5_HUMAN	IPO5	Importin-5	23	22	2.34543e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	4	4	146496
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	2	2	2.07031e+06
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.29263e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	2	2	484512
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	14	12	1.67823e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	21	21	1.22304e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	3	3	2.61863e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	5	5	162689
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	5	5	1.72326e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	3	3	3347.96
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	9	9	1.12664e+06
O00468	AGRIN_HUMAN	AGRN	Agrin	13	13	282530
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	5	5	605714
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	8	8	4.79114e+06
O00478;O00481;P78410	BT3A1_HUMAN;BT3A2_HUMAN;BT3A3_HUMAN	BTN3A1;BTN3A2;BTN3A3	Butyrophilin subfamily 3 member A3	1	0	33202
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	3.48596e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	2	2	4.75326e+06
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	249225
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	5	5	576080
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	423142
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	14	14	9.74932e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	15	15	1.16107e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	640734
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	5	5	64509.4
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	7	7	3.7665e+07
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	15	15	1.81971e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	21	7	5.04854e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	3	3	172528
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	3.63004e+06
O00622	CCN1_HUMAN	CCN1	CCN family member 1	1	1	52573.7
O00625	PIR_HUMAN	PIR	Pirin	6	6	1.8461e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	2.47952e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3	2	668632
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.30936e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	2	2	174110
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	3	3	1.52715e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	5	5	707236
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	6	6	1.24533e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	1.93389e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	13	13	2.00878e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	2	2	167283
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	10	1	7.00558e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	237054
O13539	THP2_YEAST	THP2	THO complex subunit THP2	6	6	1.09874e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	821878
O13559;P0CX20;P0CX21;P0CX22	YRF11_YEAST;YRF14_YEAST;YRF15_YEAST;YRF18_YEAST	YRF1-1;YRF1-4;YRF1-5;YRF1-8	Y' element ATP-dependent helicase protein 1 copy 4	2	0	3118.72
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	2.20479e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	8	8	536514
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	7.94505e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	8	8	1.57604e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	1	0	190511
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	6	5	1.36039e+06
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	95102.8
O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	2	2	52829.5
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	3	3	208139
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	6	6	184322
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	3	3	71555.5
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	5.0718e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	382791
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	1.93915e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	5	5	152822
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	1.46826e+06
O14613	BORG1_HUMAN	CDC42EP2	Cdc42 effector protein 2	1	1	4486.76
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	13	13	2.52427e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	3	3	311383
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	9	9	379566
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	5	2	914308
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	4	4	1.62678e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	8	7	253737
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	293323
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	4	4	4.00877e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	7	7	1.43372e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	152113
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	8	8	1.11312e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	2.99931e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	1	1	66008.1
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	1	1	9016.79
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	715207
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	3	3	231731
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	4	4	61229.8
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.60605e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	2.23704e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	10	10	2.23671e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	1.36364e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1	1	40022.5
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	65760.7
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	2	2	297276
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	2.48444e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	23	22	3.81052e+06
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	5	5	1.59023e+06
O14795	UN13B_HUMAN	UNC13B	Protein unc-13 homolog B	1	1	115791
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	9	9	1.27115e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	546413
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	8	4	8.00575e+06
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	1.44719e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	1	1	9847.58
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	231405
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	243069
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	335514
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	1.35962e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	4	4	1.3837e+06
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	2	1	281674
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	773984
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	9	9	575802
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	2	2	1.50684e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	2	0	2.50075e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	9	9	393141
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	3	3	144150
O14967	CLGN_HUMAN	CLGN	Calmegin	1	1	1930.04
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	3	3	3774.19
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	21	20	1.71233e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	17	17	2.59749e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	7	7	561469
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	5	5.96206e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	24	24	3.28237e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	11	11	1.97016e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	2	2	4896.91
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	2	2	10265.4
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	20	20	6.72089e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	26	26	1.41119e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	18	18	1.62871e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	17	17	4.34904e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	5	216139
O15061	SYNEM_HUMAN	SYNM	Synemin	1	1	2013.99
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	24	24	2.50818e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	6	6	1.52426e+06
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	2	2	359588
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	3	3	1.83332e+06
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	53651
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	10	10	4.11901e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	277446
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	65602.6
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	5	5	581040
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	1.20355e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	8	8	1.6333e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	10	10	4.57751e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	5	5	1.81567e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	7	7	1.93595e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	489550
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	6	6	883382
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	7	7	1.47176e+06
O15182	CETN3_HUMAN	CETN3	Centrin-3	1	1	68594.2
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	5	5	2.99302e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	10	10	1.18644e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	14	14	2.84291e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	5	5	104942
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	14	14	259709
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	4	4	187270
O15234	CASC3_HUMAN	CASC3	Protein CASC3	2	2	7628.22
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	1	1	967314
O15258	RER1_HUMAN	RER1	Protein RER1	2	2	474018
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	3.90495e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	7	7	5.07509e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	9	9	5.63411e+06
O15287	FANCG_HUMAN	FANCG	Fanconi anemia group G protein	3	3	479027
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	23	23	4.10726e+06
O15304	SIVA_HUMAN	SIVA1	Apoptosis regulatory protein Siva	1	1	287496
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	9	9	747840
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	7	7	300034
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	5	5	1.00241e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	3.49637e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	13	13	1.24557e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	19	19	2.70159e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	12	12	2.5971e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	9	9	2.01747e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	4	4	1.57485e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	16	15	5.24847e+06
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	9	9	2.3255e+06
