Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57362.raw
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1	0	5.65076e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	4	4	1.29093e+06
A8MZA4;H0YM25;Q8N7Z2;Q8N9W4	GG6L1_HUMAN;GG6L2_HUMAN;GG6L6_HUMAN;GG6LV_HUMAN	GOLGA6L1;GOLGA6L2;GOLGA6L22;GOLGA6L6	Golgin subfamily A member 6-like protein 6	1	0	3.34691e+06
A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	1	1	8387.33
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	30	28	4.44348e+06
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	4	0	1.67815e+06
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	1	0	8369.71
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	1	1	608177
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	2	2	4949.93
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	9.35528e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	2	2	1.2625e+06
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	3	3	1.19187e+06
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	1	1	9140.01
M0QZC1	RN225_HUMAN	RNF225	RING finger protein 225	1	1	139677
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	4	4	551965
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	16	16	1.41155e+06
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	10	10	1.3754e+06
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	4	4	194671
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	5	5	2.20221e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	8	8	648259
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	11	11	2.09306e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	23	23	7.75104e+06
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	6	6	1.53183e+07
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	6	6	574570
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	11	11	1.17029e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	10	10	851007
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	11	11	6.5555e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	2	2	85542.9
O00193	SMAP_HUMAN	SMAP	Small acidic protein	4	4	976649
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	3	3	1.63227e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	17	14	1.32232e+07
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	611743
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	19	18	7.5317e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	12	12	3.7387e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	3.84331e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	1.81802e+06
O00255	MEN1_HUMAN	MEN1	Menin	2	2	173080
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	5	5	92482
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	8.2278e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	23	23	1.94856e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	4	4	881738
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	10	10	1.31518e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	3053.4
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	8	8	173250
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	11	11	1.49989e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	6.83725e+06
O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	2	2	5384.26
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	9	9	2.87478e+06
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	3	3	403289
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	48883.8
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	6	6	124035
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	3	3	1.61635e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	31	30	3.20968e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	5	5	335961
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	2	2	91477
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.9726e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	2	2	3739.54
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	13	12	2.1165e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	22	22	1.52482e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	5	5	3.52116e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	7	7	675396
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	7	7	3.96934e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	3304.59
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	9	9	1.78025e+06
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	2	2	107479
O00468	AGRIN_HUMAN	AGRN	Agrin	19	19	6.09778e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	8	8	207714
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	7	7	471119
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	4.98334e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	4	4	634716
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	4	4	1.37526e+06
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	9	8	4.07082e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	3	3	828283
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	18	18	1.20988e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	2.21676e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2	2	1.11808e+06
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	4	4	10967.9
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	7	7	5.43508e+07
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	18	18	2.17688e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	22	8	7.3688e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	3	3	1.50757e+06
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	6.53411e+06
O00622	CCN1_HUMAN	CCN1	CCN family member 1	2	2	5708.77
O00625	PIR_HUMAN	PIR	Pirin	5	5	1.48816e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	8	4	1.49185e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	1	1	5033.85
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	2	1	467959
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.33333e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	1	1	105146
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	827738
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	9	9	2.31145e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	4.25421e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	14	14	4.80274e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	3	3	98962
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	9.95249e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	2	2	187557
O13539	THP2_YEAST	THP2	THO complex subunit THP2	5	5	4.31362e+06
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	2.69513e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	6.98256e+06
O13577	DIF1_YEAST	DIF1	Damage-regulated import facilitator 1	1	1	5868.04
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	7	7	1.89998e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	1.17646e+08
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	2.52058e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	273581
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	7	7	623611
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	1.27308e+06
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	15216.4
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	4	4	642024
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	3	3	63156.4
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	4	4	2.95662e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2	2	2.62191e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	2.77098e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	178371
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	2	2	384396
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	10	10	2.76842e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	20	20	4.23244e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	3	3	725962
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	9	9	917709
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	4	3	13657.1
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	5	4	2.56925e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	3	3	8138.96
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	387044
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	7	7	1.8017e+07
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	1.52663e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	4	4	2.75573e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	8	8	1.33657e+06
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	2	2	174317
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	4.26818e+06
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	4	4	161213
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	97885.2
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.35754e+06
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	284472
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	4.26952e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.93391e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	14	14	3.08483e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	1.27774e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1	1	953.38
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	5	5	35201.9
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	7	7	3.67005e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	22	21	5.67388e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	3	3	11030
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	8	8	2.29121e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	9	9	1.68392e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.46913e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	9	5	1.08179e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	1.98041e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	3	3	416656
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	3	3	114734
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	101743
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3	3	611607
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	88241
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	333517
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	12	11	1.66853e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	7	7	1.02444e+07
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	3	0	770492
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	7	7	717435
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	7	7	1.00124e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.42365e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	7	0	4.86314e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	6	6	982086
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	5	5	81087.2
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	2	2	138027
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	17	17	1.52001e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	20	20	4.37519e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	8	8	216938
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	6	9.58566e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	29	29	4.66892e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	13	13	5.99338e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	5	4	113378
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	3	3	797877
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	24	24	1.34163e+07
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	34	34	2.9187e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	13	12	2.23979e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	16	16	7.50462e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	5	826075
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	22	22	3.42098e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	6	6	2.02413e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	86641.1
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	3	3	82017.9
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	2	2	166625
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	10	10	6.14004e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	1	1	4351.2
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	3	3	437015
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	1	1	11622.2
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	2.27604e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2	2	1.74031e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	7	7	2.06175e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	11	11	1.5603e+07
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	5	5	2.78238e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	7	7	3.94815e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	998641
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	7	7	460867
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	2.51925e+06
O15182	CETN3_HUMAN	CETN3	Centrin-3	1	1	6988.06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	3	3	2.27361e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	9	9	2.03012e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	17	17	3.58135e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	5	5	757591
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	9	9	51504.9
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	7	7	5.87445e+06
O15234	CASC3_HUMAN	CASC3	Protein CASC3	4	4	102044
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	1	1	15716.5
O15258	RER1_HUMAN	RER1	Protein RER1	2	2	93361.5
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	4	4	6.63471e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	7	7	2.00329e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	6	6	173572
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	22	22	1.00744e+07
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	9	9	913068
O15318	RPC7_HUMAN	POLR3G	DNA-directed RNA polymerase III subunit RPC7	1	1	23514.7
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	6	6	275373
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	5	5	1.57398e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	8.39894e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	13	13	2.69653e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	21	21	3.20586e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	16	16	4.89297e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	11	11	2.96904e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	2	2	123046
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	16	15	433452
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	10	10	1.42063e+07
O15397	IPO8_HUMAN	IPO8	Importin-8	9	9	3.14422e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	4	4	1.5744e+06
