Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57382.raw
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	5	5	136966
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	5	5	1.27707e+06
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	9	9	277532
O00468	AGRIN_HUMAN	AGRN	Agrin	12	12	149208
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	8	8	377575
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	3	3	294514
O00478	BT3A3_HUMAN	BTN3A3	Butyrophilin subfamily 3 member A3	2	1	51874.8
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	3.0738e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	5	5	1.17825e+06
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	2	2	610627
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	4	4	1.10145e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	352622
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	16	16	1.39773e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	2.04354e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	675850
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	1	1	15825.8
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4	4	350519
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	15	15	1.67708e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	24	6	8.06822e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	1	1	12481.6
O00592	PODXL_HUMAN	PODXL	Podocalyxin	7	7	4.10246e+06
O00625	PIR_HUMAN	PIR	Pirin	7	7	1.33168e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	2.01786e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	0	253386
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.92706e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	3	3	3.22559e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	360736
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	2.43884e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.24306e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	11	11	4.86571e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	1	1	6545.2
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	10	1	8.25846e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	3836.84
O13539	THP2_YEAST	THP2	THO complex subunit THP2	4	4	1.64467e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	1.25323e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	3.59557e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	8	8	638046
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	1.11552e+08
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	9	9	2.40689e+07
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	1	1	55748.2
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	104918
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	21819.3
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	6015.62
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	4	4	718877
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	3	3	235882
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	5.36822e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	757395
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	3.16602e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	133998
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	8	8	2.04468e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	14	14	2.49645e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	2	2	397106
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	5	5	933335
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	2	2	193236
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	3	1	1.31315e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	8	8	1.88809e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	4	4	180337
O14662	STX16_HUMAN	STX16	Syntaxin-16	1	1	22355.4
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	5	5	39238.8
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	4	4	4.23862e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	1	1	87033.6
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	939103
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	1	1	8520.34
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	4	4	393083
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.6274e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	6	6	2.75843e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	12	12	3.29007e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	8	8	769177
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	3	3	145761
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	2.92078e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	20	18	5.9651e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	1	1	16947.1
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	4	4	846969
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	8	8	881460
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	793047
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	9	5	1.16928e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	1.59141e+06
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	532990
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	390417
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	102151
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	8	7	662938
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	2	2	70811.6
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	1	0	57503.9
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	997197
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	6	6	538915
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	1.81478e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	4.63906e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	8	8	360354
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	2	2	63530
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	17	17	297326
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	19	19	4.11629e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	3	3	171162
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	7	7	7.75624e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	26	26	4.64435e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	10	10	670397
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	2	2	8723.98
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	2	2	8496.74
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	14	14	2.43561e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	30	30	3.47705e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	16	15	1.1469e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	15	15	2.87455e+06
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	22	22	2.2026e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	2	2	65320.9
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	6261.69
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	2	2	30169.9
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	208328
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	8	8	5.65801e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	3	3	366966
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	6	6	454658
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	1	1	1.23771e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	9	9	2.1387e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	13	13	5.81813e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	5	5	2.00614e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	6	6	791548
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	298631
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	3	3	1.43035e+06
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	7	6	5.59191e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	6	6	3.32129e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	8	8	454804
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	13	13	2.40395e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	3	3	184640
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	8	8	542818
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	2	2	5201.9
O15234	CASC3_HUMAN	CASC3	Protein CASC3	1	1	6082.53
O15258	RER1_HUMAN	RER1	Protein RER1	2	2	132787
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	5.19082e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	4	4	6.04522e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	7	7	358797
O15287	FANCG_HUMAN	FANCG	Fanconi anemia group G protein	1	1	278430
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	20	20	3.17564e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	8	8	1.03349e+06
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	5	5	199557
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	6	6	1.08542e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	4.11713e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	15	15	1.77537e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	14	14	3.24915e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	12	12	5.37174e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	10	10	2.43812e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	1	1	1.5709e+06
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	11	11	230248
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	12	12	7.94348e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	7	7	2.57297e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	3	3	922672
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	9	9	5.19712e+06
O15431	COPT1_HUMAN	SLC31A1	High affinity copper uptake protein 1	2	2	234908
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	8	8	6.43614e+06
O15440	MRP5_HUMAN	ABCC5	Multidrug resistance-associated protein 5	1	0	923208
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	5	5	1.06687e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	6	6	97713.9
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	8	8	655444
O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	3	3	6319.46
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	5	5	3.19053e+06
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	2	2	515080
O15525	MAFG_HUMAN	MAFG	Transcription factor MafG	2	2	2.45354e+06
O15533	TPSN_HUMAN	TAPBP	Tapasin	4	4	4.29704e+06
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	5	4	150659
O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	1	1	90082
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	3	3	9.0699e+06
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	26	24	4.90961e+06
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	8	8	906112
O43149	ZZEF1_HUMAN	ZZEF1	Zinc finger ZZ-type and EF-hand domain-containing protein 1	2	2	66914.7
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	2	2	435420
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	10	10	194879
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	3	3	3.12352e+06
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	14	14	1.01749e+06
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	16	16	2.60071e+07
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	3	3	2.15762e+06
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	8	8	1.54363e+06
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	16	16	5.06789e+06
