Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57389.raw
A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13	1	1	2426.54
A5VJ58;A7Z4U8;B2G6M9;Q04796	DAPA_BACSU;DAPA_BACVZ;DAPA_LIMRD;DAPA_LIMRJ	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	3458.25
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	26	26	3.90121e+06
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	132176
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1	0	770640
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	7	7	985525
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	1	1	20494
A6NEF3;A6NEM1;A6NI86;H0YKK7	GG6L4_HUMAN;GG6L9_HUMAN;GG6LA_HUMAN;GG6LS_HUMAN	GOLGA6L10;GOLGA6L19;GOLGA6L4;GOLGA6L9	Golgin subfamily A member 6-like protein 4	1	0	563714
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	1.9103e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	21	21	1.28006e+06
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	2	1	605055
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	1	1	10421
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	4	4	2.54721e+06
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	1	1	11677.4
A8EYZ4;A8F1K3;A8GNF1;A8GS25;B0BXJ1;C3PNF5;C4K288;O05969;Q4ULR2;Q92I25;Q9AKE4;Q9AKJ9;Q9AKQ3	DAPA_RICAE;DAPA_RICAH;DAPA_RICCK;DAPA_RICCN;DAPA_RICFE;DAPA_RICM5;DAPA_RICMO;DAPA_RICPR;DAPA_RICPU;DAPA_RICRI;DAPA_RICRO;DAPA_RICRS;DAPA_RICTY	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	6733.94
A8K0Z3;C4AMC7;Q6VEQ5	WASH1_HUMAN;WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P;WASHC1	WASH complex subunit 1	3	0	1.05871e+06
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	58289.6
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1	0	3.6508e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	2	2	128615
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	26	24	4.26864e+06
B7LKG3	DAPA_ESCF3	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	11073.1
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	1	0	70502.9
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1	1	2241.41
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	9.84217e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	2	2	1.32867e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	7	0	3.37522e+07
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	1.16498e+06
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	2	2	71269.4
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	4	4	795884
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	12	12	1.2315e+06
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	1	1	100390
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	10	10	1.24216e+06
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	2	2	29435.4
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	12	4	1.21513e+07
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	7	7	3.61981e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	8	8	1.98035e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	20	20	2.24975e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	3	3	469390
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	6	6	419568
O00167	EYA2_HUMAN	EYA2	Eyes absent homolog 2	1	1	2081.88
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	10	10	1.159e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	8	8	666669
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	10	10	2.99968e+06
O00193	SMAP_HUMAN	SMAP	Small acidic protein	2	2	124849
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	2	2	19181.3
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	12	10	781426
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	784896
O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	2	2	240610
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	19	18	7.91658e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	11	11	2.76706e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	7	7	3.93087e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	3	3	5.21837e+06
O00255	MEN1_HUMAN	MEN1	Menin	3	3	8913.19
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	2	2	22106.4
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	9.76302e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	23	23	1.18621e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	5	5	2.53986e+06
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	8	8	1.27068e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	8215.81
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	1.55807e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	8.05506e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	7	7	405848
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	141535
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	1	1	65288.5
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	196598
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	1	1	1751.33
O00410	IPO5_HUMAN	IPO5	Importin-5	23	22	3.3799e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	5	5	41729.5
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	2	2	8596.44
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.93243e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	16	14	1.97262e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	20	20	1.43383e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	3	3	230958
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	4	4	72451.6
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	4	4	73779.1
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	11193.3
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	11	11	1.10468e+06
O00468	AGRIN_HUMAN	AGRN	Agrin	11	11	708836
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	3	3	90885.1
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	7	7	181962
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	5.15789e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	3	3	1.03461e+06
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	215832
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	6	6	642976
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	469834
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	14	14	1.44798e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	2.02899e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2	2	54149.1
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	6	6	360512
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4	4	524694
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	15	15	1.93586e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	21	7	9.69304e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	2	2	66822.4
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	6.40212e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	2.48201e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	2.00052e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	7672.46
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.69256e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	3	3	3.93204e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	274692
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	6	6	1.41318e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.02676e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	13	13	4.70636e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	3	3	122328
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	1.21693e+08
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	58451
O13539	THP2_YEAST	THP2	THO complex subunit THP2	2	2	102803
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	894698
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	6	6	3.4989e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	10	10	974652
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	1.28105e+08
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	2.60768e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	1	0	58723.5
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	7	6	46346.4
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	4	4	142510
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	4	4	378139
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	2	2	422176
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	4	4	7.60476e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	1.25473e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	2.0607e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	2	2	8680.78
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	7	7	1.75995e+06
O14607;O15550	KDM6A_HUMAN;UTY_HUMAN	KDM6A;UTY	Histone demethylase UTY	1	0	2137.56
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	12	12	4.10847e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	1	1	176033
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	7	7	1.51564e+06
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	3	2	265904
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	2	2	535978
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	6	4	1.37519e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	5	5	9.36185e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	6	6	1.89534e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	2	2	7476.85
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	7	7	632287
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	2	2	425394
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	1	1	3.94435e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	4.39191e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	11420.3
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	1.31068e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	2	2	57417
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	4	4	123624
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.84912e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.01276e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	10	10	3.37896e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	1.27235e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1	1	7157.68
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	3	3	78820.3
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	3.84066e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	18	17	7.14056e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	2	2	78698.5
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	4	4	2.04197e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	6	6	333195
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	8	4	1.25521e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	1.84631e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	4622.31
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	233395
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	187449
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	131281
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	8	7	1.49313e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	3	3	1.416e+06
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	1	0	48947.1
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	5	5	332599
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	8	8	1.56189e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.08161e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	4.92531e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	6	6	141467
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	5	4	171791
O14967	CLGN_HUMAN	CLGN	Calmegin	1	1	5262.78
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	1	1	106022
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	18	17	2.82364e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	17	17	4.20567e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	3	3	126058
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5	5	9.78343e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	26	26	4.434e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	10	10	1.16048e+06
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	4	4	68206.9
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	14	14	2.96258e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	27	27	1.80028e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	10	10	817475
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	11	11	5.37755e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	1	1	139940
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	20	20	2.98145e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	2	2	1.01937e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	118376
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	3	3	237581
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	7	7	5.65185e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	384351
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	4	4	606754
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	1	1	1.15055e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	7	7	1.95577e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	10	10	6.09714e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	4	4	3.26025e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	6	6	590463
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	871994
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	4	4	204616
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	1.48106e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	4	4	4.2598e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	8	8	192907
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	11	11	831005
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	2	2	10154.2
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	3	3	45533.4
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	7	7	262367
O15234	CASC3_HUMAN	CASC3	Protein CASC3	3	3	69063.2
O15258	RER1_HUMAN	RER1	Protein RER1	4	4	138280
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	4.46565e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	1	1	57763.7
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	5	5	418343
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	19	19	3.26735e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	7	7	1.3021e+06
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	4	4	219373
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	5	5	411234
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	4.81486e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	12	12	1.70201e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	18	18	3.5303e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	13	13	5.74725e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	10	10	3.50008e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	2	2	25087.7
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	9	9	87692.2
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	8	8	1.87708e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	9	9	2.75952e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	3	3	1.33672e+06
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	2	2	1.52045e+06
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	8	8	3.69606e+06
O15431	COPT1_HUMAN	SLC31A1	High affinity copper uptake protein 1	1	1	402669
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	3	3	47958.6
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	6	6	2.15961e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	6	6	106542
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	6	6	872853
O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	2	2	113327
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	5	5	3.00869e+06
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	2	2	238490
O15525	MAFG_HUMAN	MAFG	Transcription factor MafG	3	2	145722
O15530;Q6A1A2	PDPK1_HUMAN;PDPK2_HUMAN	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1	1	0	7237.73
O15533	TPSN_HUMAN	TAPBP	Tapasin	4	4	4.81919e+06
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	4	3	296243
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	2	2	1.00121e+07
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	26	25	6.42971e+06
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	8	8	566435
O43149	ZZEF1_HUMAN	ZZEF1	Zinc finger ZZ-type and EF-hand domain-containing protein 1	4	4	147221
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	1	1	200914
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	9	9	428570
O43169	CYB5B_HUMAN	CYB5B	Cytochrome b5 type B	2	2	3.70704e+06
O43172	PRP4_HUMAN	PRPF4	U4/U6 small nuclear ribonucleoprotein Prp4	13	13	906537
O43175	SERA_HUMAN	PHGDH	D-3-phosphoglycerate dehydrogenase	16	16	2.68784e+07
O43181	NDUS4_HUMAN	NDUFS4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4, mitochondrial	4	4	2.36154e+06
O43237	DC1L2_HUMAN	DYNC1LI2	Cytoplasmic dynein 1 light intermediate chain 2	9	9	6.47612e+06
O43242	PSMD3_HUMAN	PSMD3	26S proteasome non-ATPase regulatory subunit 3	18	18	3.05598e+06
O43251	RFOX2_HUMAN	RBFOX2	RNA binding protein fox-1 homolog 2	4	1	2.45027e+07
