Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57368.raw
O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	1	1	3130.22
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	13	5	8.09396e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	5	5	593663
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	9	8	1.399e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	25	24	1.30448e+06
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	4	4	9.30486e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	7	7	279179
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	12	12	1.01607e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	8	8	412882
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	13	13	8.19618e+06
O00193	SMAP_HUMAN	SMAP	Small acidic protein	2	2	323092
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	1	1	4595.23
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	13	9	455421
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	576414
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	20	19	6.34849e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	15	15	1.60711e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	9	9	2.88768e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	2.87037e+06
O00255	MEN1_HUMAN	MEN1	Menin	3	3	48057.1
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	3	3	3591.5
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	8	7	4.59996e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	26	26	1.52058e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	3	2	196288
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	10	10	1.19611e+06
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	3	3	133298
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	8	8	8.08916e+06
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	4.18596e+06
O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	2	1	254115
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	7	7	278885
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	2	2	694638
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	185916
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	5	5	269445
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	5	5	1.11467e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	27	25	2.25074e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	5	5	51840.8
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	5	5	129387
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	6	6	1.99135e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	1	1	1329.07
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	17	15	1.2272e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	21	21	1.21684e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	1.5601e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	4	4	86825.5
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	5	5	1.67855e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	3	3	87678.4
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	11	11	571018
O00468	AGRIN_HUMAN	AGRN	Agrin	10	10	2.25591e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	4	4	121828
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	7	7	153124
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	1	1	81818.4
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	3.40081e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	4	4	1.93725e+08
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	2	2	251010
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	7	6	1.08944e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	345754
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	18	18	8.73328e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	17	17	1.30926e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	270788
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	3	3	126421
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	5	5	469792
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	16	16	1.65754e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	27	8	4.69776e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	1	1	109438
O00592	PODXL_HUMAN	PODXL	Podocalyxin	8	8	3.55049e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	1.61994e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	8	3	1.1637e+06
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	6	6	1.82288e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	3	3	345081
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	4	4	1.53643e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	5	5	623617
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	1.14372e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	1.5691e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	14	14	2.79411e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	3	3	162696
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	6.20739e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	2	2	341093
O13539	THP2_YEAST	THP2	THO complex subunit THP2	2	2	7436.83
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	741075
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	6	6	1.96791e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	10	10	883984
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	6.55434e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	8	8	1.42333e+07
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	1	1	2010.64
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	128134
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	2	2	460182
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	63807.8
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	6	6	1.90871e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	4	4	5.78802e+06
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	3.12526e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	849784
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	4	4	2.26633e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	90011
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	4	4	759452
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	8	8	1.4162e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	14	14	2.21353e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	3	3	243905
O14628	ZN195_HUMAN	ZNF195	Zinc finger protein 195	2	1	58526.8
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	9	9	467080
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	4	2	786855
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	8	5	707629
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	3	3	63901.2
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	122167
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	7	7	4.44938e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	7	7	1.23106e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	202229
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	11	11	783922
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	1	1	196830
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	1	1	3.60871e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	2	2	2.85808e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	1	1	71734.4
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	3	3	102735
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	685301
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	2	2	9947.55
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	4	4	114090
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.87248e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	6	6	1.96475e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	10	10	1.95251e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	9	9	1.65109e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	2	2	1.25527e+06
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	5	5	129955
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	1	1	432508
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	1.38092e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	24	23	3.91711e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	5	5	210420
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	4	4	379439
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	6	6	202903
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	10	6	6.47049e+06
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	7	7	966949
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	1	1	4.82152e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	366303
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3	3	660390
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	321176
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	182155
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	11	10	1.04301e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	7	7	1.21469e+06
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	5	5	464631
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	10	10	1.87067e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	1.44243e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	7	0	2.94796e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	8	8	636634
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	5	5	398764
O14967	CLGN_HUMAN	CLGN	Calmegin	3	3	1.45375e+06
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	1	1	58973.5
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	16	16	1.62346e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	21	21	2.40167e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	6	6	208056
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	6	5.20838e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	26	26	4.63596e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	9	9	724652
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	4	4	101246
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	3	3	49194.2
O15015	ZN646_HUMAN	ZNF646	Zinc finger protein 646	2	2	56482
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	18	18	6.28811e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	33	33	2.71586e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	17	16	555667
O15037	KHNYN_HUMAN	KHNYN	Protein KHNYN	2	2	101946
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	16	16	2.7638e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	2	2	370513
O15061	SYNEM_HUMAN	SYNM	Synemin	1	1	2009.73
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	28	28	1.89045e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	8	8	1.30126e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	2	2	136781
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	4	4	95174.4
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	11438.5
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	9	9	4.51926e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	301288
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	65445.3
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	1.12919e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	4	4	613635
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	13	13	1.46185e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	13	13	3.38948e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	7	7	1.76007e+06
O15155	BET1_HUMAN	BET1	BET1 homolog	1	1	307964
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	7	7	2.4045e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	273491
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	4	4	1.16473e+06
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	7	7	1.30667e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	6	6	1.96138e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	10	10	1.1583e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	14	14	1.82014e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	3	3	142660
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	4	4	407785
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	2	2	3311.88
O15234	CASC3_HUMAN	CASC3	Protein CASC3	4	4	49055.3
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	3	3	474157
O15258	RER1_HUMAN	RER1	Protein RER1	4	4	424483
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	3.61525e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6	6	4.34132e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	4	4	269040
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	24	24	5.90353e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	10	10	697136
O15318	RPC7_HUMAN	POLR3G	DNA-directed RNA polymerase III subunit RPC7	1	1	67266.9
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	6	6	231171
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	5	5	563996
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	3.09504e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	13	13	838404
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	20	19	2.06911e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	15	15	2.8532e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	10	10	1.70786e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	3	3	895588
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	14	13	7.65844e+06
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	11	11	2.00774e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	10	10	1.73509e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	2	2	80956.9
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	1	1	2276.63
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	9	9	4.65214e+06
O15431	COPT1_HUMAN	SLC31A1	High affinity copper uptake protein 1	1	1	265855
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	10	10	4.32699e+06
O15440	MRP5_HUMAN	ABCC5	Multidrug resistance-associated protein 5	2	1	4.18646e+06
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	6	6	63550.9
