Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57351.raw
A8MPP1;Q96FC9	D11L8_HUMAN;DDX11_HUMAN	DDX11;DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8	1	0	61243.6
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	5168.16
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	3	0	6.31255e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	3	3	599007
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	30	28	3.78707e+06
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	3	0	1.70182e+06
B7ZW38;O60812;P0DMR1	HNRC1_HUMAN;HNRC3_HUMAN;HNRC4_HUMAN	HNRNPCL1;HNRNPCL3;HNRNPCL4	Heterogeneous nuclear ribonucleoprotein C-like 3	1	0	8.62608e+06
B9A014;P0DPQ4	F243A_HUMAN;F243B_HUMAN	FAM243A;FAM243B	Protein FAM243A	1	0	1.74901e+06
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	2	0	68819
C9JRZ8	AK1BF_HUMAN	AKR1B15	Aldo-keto reductase family 1 member B15	1	0	51815.6
E0SDG8	CDIA_DICD3	cdiA	Deoxyribonuclease CdiA	1	1	391632
E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	5	4	6.52595e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	1.97835e+06
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	821504
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	1	1	140333
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	1	1	75096.4
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	6	6	2.13957e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	17	17	1.11352e+06
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	2	2	177585
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	14	12	1.07236e+06
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	2	2	19487.3
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	15	6	9.45414e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	7	7	1.83807e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	12	10	2.07888e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	24	24	1.18399e+06
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	4	4	1.05043e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	5	5	129593
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	11	11	1.21702e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	11	11	1.61397e+06
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	16	16	1.58216e+07
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	1	1	1370.55
O00193	SMAP_HUMAN	SMAP	Small acidic protein	3	3	6.81849e+07
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	3	3	1.74133e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	15	12	1.92661e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	5	5	935794
O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	1	1	29383.1
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	21	20	6.26129e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	13	13	2.43352e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	9	9	3.11102e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	5	5	1.33023e+06
O00255	MEN1_HUMAN	MEN1	Menin	4	4	203154
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	4	4	135179
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	4.91414e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	28	28	1.19609e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	5	4	61641.1
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	9	9	825469
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	5	5	468779
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	11	11	9.47707e+06
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	5.09927e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	618609
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	37002.5
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	3	3	146585
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	511344
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	4	4	1.0838e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	33	31	2.51839e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	5	5	90688.3
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	3	3	323003
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	6	6	2.59998e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	2	2	4929.99
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	16	15	4.1349e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	27	27	1.66912e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	5	5	2.64082e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	6	6	148709
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	6	6	3.74115e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	6364.31
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	9	9	769607
O00468	AGRIN_HUMAN	AGRN	Agrin	15	15	1.21833e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	6	6	124648
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	9	9	255885
O00472	ELL2_HUMAN	ELL2	RNA polymerase II elongation factor ELL2	3	3	80670.8
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	4	4	1.42141e+07
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	6	6	5.23869e+06
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	907426
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	11	10	2.09894e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	3	3	373380
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	20	20	1.02903e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	17	17	1.46487e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	5	5	569341
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	7	7	254657
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	6	6	1.14478e+07
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	19	19	4.95194e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	31	10	5.59471e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	3	3	665597
O00592	PODXL_HUMAN	PODXL	Podocalyxin	8	8	3.7568e+06
O00622	CCN1_HUMAN	CCN1	CCN family member 1	2	2	4003.04
O00625	PIR_HUMAN	PIR	Pirin	6	6	2.73288e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	8	4	2.29795e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	2	2	2470.74
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	243529
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.50858e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	2	2	79795.4
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	5	5	311815
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	8	8	1.83319e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	2.7341e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	16	16	2.11175e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	2	2	78779.3
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	1	1	997618
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	2	2	248008
O13539	THP2_YEAST	THP2	THO complex subunit THP2	4	4	790399
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	1.74184e+06
O13549	VPS63_YEAST	VPS63	Uncharacterized protein VPS63	1	1	1569.79
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	3.67545e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	10	10	2.80945e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	7.31809e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	9	9	1.78988e+07
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	1	1	2968.59
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	237291
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	8	7	1.06489e+06
O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	1	1	944074
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	5116.02
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	7	7	4.32844e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	3	3	347591
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	2.74209e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2	2	1.97047e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	7	7	2.98063e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	103228
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	8	8	662697
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	8	8	1.63369e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	17	17	2.45462e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	6	6	318428
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	7	7	276500
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	4	3	2940.18
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	10	7	613157
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	6	6	273898
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	420873
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	8	8	1.02425e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	6	6	307113
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	4.73374e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	10	10	1.37077e+06
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	3.01751e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	4	4	2.43329e+06
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	3	3	79965.5
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	10090.9
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.18783e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	3	3	329231
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	4	4	15582.7
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	456674
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	6	6	3.03604e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	15	15	2.54784e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	2.58337e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	3	3	76891.9
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	3	3	156966
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	1	1	1425.73
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	6	6	2.71085e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	24	22	2.50932e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	4	4	488707
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	7	7	1.62148e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	12	12	569809
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	2	2	593217
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	12	8	7.73233e+06
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	9	9	2.07722e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	1	1	113786
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	2	2	444146
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	3	3	166286
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	4	4	878926
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	368837
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	84039.3
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	8	7	851350
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	7	7	124677
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	1	0	232360
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	8	8	1.36208e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	6	6	2.20978e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	1.42557e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	7	0	3.07078e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	10	10	884092
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	7	7	697217
O14967	CLGN_HUMAN	CLGN	Calmegin	1	1	130923
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	1	1	3013.8
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	20	19	1.12928e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	21	21	2.32295e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	7	7	1.73649e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	6	6.7117e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	31	31	1.44495e+07
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	11	11	251504
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	3	2	4242.77
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	2	2	81894.8
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	23	23	2.59949e+07
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	35	35	2.89128e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	26	25	2.75077e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	18	18	2.65381e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	4	4	173006
O15061	SYNEM_HUMAN	SYNM	Synemin	2	2	1.88763e+06
O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B	1	1	12645.2
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	29	29	7.94857e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	6	6	560288
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	2	2	98887.8
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	2	2	5643.3
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	6	6	2.42683e+06
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	2	2	124671
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	10	10	3.36483e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	3	3	96255.9
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	340259
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	1	1	8133.59
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	6	6	1.16773e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	1.59621e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	12	11	2.0136e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	15	15	3.43295e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	1.8816e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	8	8	1.38738e+07
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	4	4	568358
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	5	5	196952
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	1.57524e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	5	5	2.91376e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	9	9	3.02445e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	15	15	1.93658e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	5	5	86497.1
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	11	11	704865
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	8	8	564813
O15234	CASC3_HUMAN	CASC3	Protein CASC3	3	3	6749.49
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	1	1	381106
O15258	RER1_HUMAN	RER1	Protein RER1	4	4	379605
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	5	5	5.14644e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	8	8	9.0834e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	8	8	95441.5
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	29	29	4.08509e+07
O15304	SIVA_HUMAN	SIVA1	Apoptosis regulatory protein Siva	2	2	3.05145e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	11	11	812758
O15318	RPC7_HUMAN	POLR3G	DNA-directed RNA polymerase III subunit RPC7	1	1	4804.99
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	6	6	1.05651e+06
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	6	6	1.70722e+06
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	5.83441e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	15	15	3.36174e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	21	21	1.41733e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	16	16	3.60263e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	11	11	1.99477e+06
