Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57383.raw
A5A6H5;P25705;Q5R546	ATPA_HUMAN;ATPA_PANTR;ATPA_PONAB	ATP5F1A	ATP synthase subunit alpha, mitochondrial	12	1	1.1766e+08
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	1	1	39453.3
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	30	30	4.67836e+06
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	160865
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	2	0	986241
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	9	9	8.07834e+06
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	3	3	179179
A6NEF3;A6NEM1;A6NI86;H0YKK7	GG6L4_HUMAN;GG6L9_HUMAN;GG6LA_HUMAN;GG6LS_HUMAN	GOLGA6L10;GOLGA6L19;GOLGA6L4;GOLGA6L9	Golgin subfamily A member 6-like protein 4	1	0	349010
A6NEL3;P0C5J1;Q8N7N1;Q96G04;Q9NVL1	EF2KT_HUMAN;F86B1_HUMAN;F86B2_HUMAN;F86C2_HUMAN;FA86C_HUMAN	EEF2KMT;FAM86B1;FAM86B2;FAM86C1;FAM86C2P	Putative protein FAM86C2P	1	0	531222
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	2.26832e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	29	29	2.50115e+06
A6NIE6;Q9NYV6	RN3P2_HUMAN;RRN3_HUMAN	RRN3;RRN3P2	Putative RRN3-like protein RRN3P2	2	0	8733.42
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	2	1	1.38748e+06
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	3	3	36688.8
A6NKD2;P0CV98;P0CV99;P0CW00;P0CW01;Q01534	TSPY1_HUMAN;TSPY2_HUMAN;TSPY3_HUMAN;TSPY4_HUMAN;TSPY8_HUMAN;TSPYA_HUMAN	TSPY1;TSPY10;TSPY2;TSPY3;TSPY4;TSPY8	Testis-specific Y-encoded protein 2	1	0	995142
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	4	4	922376
A7ZPS4;A8A2X1;B1IWI1;B1LNC8;B2TXQ4;B5Z015;B6I548;B7LCL6;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	6	6	595404
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	11	1	712853
A8K0S8;Q99687	ME3L2_HUMAN;MEIS3_HUMAN	MEIS3;MEIS3P2	Putative homeobox protein Meis3-like 2	1	0	42490.9
A8MPP1;Q96FC9	D11L8_HUMAN;DDX11_HUMAN	DDX11;DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8	1	0	3884.95
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	2	0	9.83921e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	3	3	416773
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	28	26	4.42653e+06
B1VB74	PDUO_CITFR	pduO	Corrinoid adenosyltransferase PduO	1	1	1.66288e+06
B7GUF6;B8DWI3;Q8G526	DAPB_BIFA0;DAPB_BIFLO;DAPB_BIFLS	dapB	4-hydroxy-tetrahydrodipicolinate reductase	1	1	766370
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	2	0	238759
B7ZW38;O60812;P0DMR1	HNRC1_HUMAN;HNRC3_HUMAN;HNRC4_HUMAN	HNRNPCL1;HNRNPCL3;HNRNPCL4	Heterogeneous nuclear ribonucleoprotein C-like 3	1	0	1.05356e+06
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	4	0	1.24968e+06
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	1	1	4597.18
E9PAV3	NACAM_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	1.22758e+07
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	2	2	6.4322e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	9	0	3.90518e+07
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	1.33442e+06
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	2	2	99277.4
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	2	2	221195
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	4	4	1.22544e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	13	13	2.61313e+06
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	1	1	3169.61
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	14	12	830363
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	3	3	29968.1
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	5	5	6.56467e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	7	7	2.00223e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	9	9	2.17844e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	19	19	2.63787e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	3	3	876176
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	7	7	643485
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	10	10	1.77408e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	8	8	369706
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	11	11	2.9967e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	2	2	12394.4
O00193	SMAP_HUMAN	SMAP	Small acidic protein	3	3	7.82955e+07
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	1	1	15785
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	15	11	1.36799e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	6	6	1.88132e+06
O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	2	2	89054.3
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	21	20	2.15086e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	11	11	2.10807e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	7	7	4.7237e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	2.30618e+06
O00255	MEN1_HUMAN	MEN1	Menin	1	1	129115
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	5	5	387804
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	8	7	7.55688e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	25	25	1.76884e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	5	4	33157.1
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	11	11	2.3315e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	3344.94
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	5	5	2.65835e+06
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	1.75553e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	9.4257e+06
O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	2	2	44519.8
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	1.07144e+06
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	65043.3
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	606472
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	5	5	307789
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	3	3	604930
O00410	IPO5_HUMAN	IPO5	Importin-5	27	25	4.69122e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	5	5	18091.6
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	4	4	230491
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	6	6	3.84158e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	1	1	4212.35
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	16	14	2.88927e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	24	24	1.77012e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	904634
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	6	6	13235.8
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	5	5	1.83626e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	67661.2
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	13	13	689482
O00468	AGRIN_HUMAN	AGRN	Agrin	14	14	1.08738e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	7	7	223684
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	9	9	1.67306e+06
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	4	4	5.67562e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	6	6	2.49352e+07
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	357025
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	7	6	1.7496e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	685094
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	16	16	8.98822e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	17	17	2.49507e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2	2	524654
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	7	7	4.21289e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4	4	590116
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	19	19	1.73502e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	24	7	1.11359e+07
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	3	3	117853
O00592	PODXL_HUMAN	PODXL	Podocalyxin	8	8	7.57354e+06
O00622	CCN1_HUMAN	CCN1	CCN family member 1	1	1	44469.4
O00625	PIR_HUMAN	PIR	Pirin	6	6	2.1972e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	4.29345e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	2	1	233174
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	6	6	2.53265e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	1	1	3308.01
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	2	2	2.53237e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	302681
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	2.84155e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	6	6	4.40514e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	8	8	322986
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	6.36957e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	35149.7
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	2.03176e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	808075
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	1.92592e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	4	4	455862
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	7.70553e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	8	8	1.53456e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	254790
O14494	PLPP1_HUMAN	PLPP1	Phospholipid phosphatase 1	1	1	1.01387e+06
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	6	5	437942
O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	1	1	52202.1
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	155523
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	6	6	1.76006e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	3	3	258502
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	3.98522e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	989445
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	2.09229e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	354467
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	3	3	88358.2
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	8	8	1.83961e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	14	14	3.95862e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5	5	499091
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	7	7	759259
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	4	2	126683
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	6	6	1.17641e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	7	4	414292
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	141009
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	8	8	6.75115e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	4	4	560606
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	411327
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	9	9	691130
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	3	3	191469
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	4	4	5.87198e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	3	3	156886
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	1	1	18654.8
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	1.03784e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	3	3	268609
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	636197
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.9256e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	6	6	3.9654e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	13	13	4.3696e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	9	9	1.9422e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	2	2	5681.38
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	3	3	155935
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	2	2	30104
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	3.88002e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	26	25	3.75848e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	1	1	118503
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	4	4	2.11255e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	11	11	1.7155e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.16555e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	11	7	1.602e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	2.12773e+06
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	2	2	1614.22
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	9703.92
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	474597
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	116338
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	307697
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	630899
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	5	5	40455.5
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	1	0	257459
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	1.03703e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	10	10	532865
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	3.20166e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	5.3761e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	9	9	558046
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	2	2	33657.7
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	2	2	76077.7
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	18	18	2.77126e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	18	18	5.16188e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	9	9	269320
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	7	7	1.173e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	25	25	6.0912e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	13	13	935878
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	4	4	13729.5
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	4	4	62351.1
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	22	22	5.82798e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	29	29	5.05755e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	19	19	1.28769e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	13	13	1.66149e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	3	3	272153
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	25	25	3.54207e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	4	4	889079
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	3	3	148213
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	3	3	10522.7
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	3	3	279174
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	6808.49
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	10	10	8.20018e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	501772
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	1	1	11227
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	6	6	856658
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	2.08569e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	11	11	2.47526e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	13	13	6.63369e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	4	4	3.22641e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	8	8	5.35291e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	883975
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	5	5	276793
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	7	7	7.07709e+06
O15182	CETN3_HUMAN	CETN3	Centrin-3	2	2	7489.83
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	6	6	4.88558e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	9	9	829457
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	14	14	3.75626e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	5	5	124172
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	12	12	179941
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	5	5	228177
O15234	CASC3_HUMAN	CASC3	Protein CASC3	4	4	106890
