Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57353.raw
A2RU67	F234B_HUMAN	FAM234B	Protein FAM234B	4	4	3761.55
A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	23	23	1.03927e+07
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	4	2	785996
A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	7	7	207294
A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	2	2	6642.07
A4D2B0	MBLC1_HUMAN	MBLAC1	Metallo-beta-lactamase domain-containing protein 1	1	1	6220.71
A5A6H5;P25705;Q5R546	ATPA_HUMAN;ATPA_PANTR;ATPA_PONAB	ATP5F1A	ATP synthase subunit alpha, mitochondrial	13	1	7.87604e+07
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	2	2	114659
A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13	2	2	5404.13
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	46	46	3.14596e+06
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	159058
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	2	0	1.72475e+06
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	11	11	4.06473e+06
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	5	5	180750
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	2.58397e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	36	36	7.56229e+06
A6NHX0	CAST2_HUMAN	CASTOR2	Cytosolic arginine sensor for mTORC1 subunit 2	1	1	28168.2
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	4	3	69669.6
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	3	3	7316.68
A6NKD2;P0CV98;P0CV99;P0CW00;P0CW01;Q01534	TSPY1_HUMAN;TSPY2_HUMAN;TSPY3_HUMAN;TSPY4_HUMAN;TSPY8_HUMAN;TSPYA_HUMAN	TSPY1;TSPY10;TSPY2;TSPY3;TSPY4;TSPY8	Testis-specific Y-encoded protein 2	1	0	1.00633e+06
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	3	3	300542
A6NKL6	T200C_HUMAN	TMEM200C	Transmembrane protein 200C	1	1	8377.42
A6ZKI3	RTL8C_HUMAN	RTL8C	Retrotransposon Gag-like protein 8C	2	1	16216.5
A7E2V4	ZSWM8_HUMAN	ZSWIM8	Zinc finger SWIM domain-containing protein 8	2	2	20603.7
A7ZHC0;A7ZVX9;B1IRE5;B1XBF6;B2U250;B6HYX9;B7L4F3;B7M0C7;B7N7Q5;C4ZPV7;P04036;Q326J2;Q3Z5X9	DAPB_ECO24;DAPB_ECO55;DAPB_ECO8A;DAPB_ECOBW;DAPB_ECODH;DAPB_ECOHS;DAPB_ECOLC;DAPB_ECOLI;DAPB_ECOLU;DAPB_ECOSE;DAPB_SHIB3;DAPB_SHIBS;DAPB_SHISS	dapB	4-hydroxy-tetrahydrodipicolinate reductase	4	4	108327
A7ZPS4;A8A2X1;B1IWI1;B1LNC8;B2TXQ4;B5Z015;B6I548;B7LCL6;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	5	5	617250
A8MPP1	D11L8_HUMAN	DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8	5	0	1.76956e+06
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	5873.11
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	4	0	7.77866e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	4	4	953610
A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	3	3	862416
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	32	30	3.86874e+06
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	3	0	1.70172e+06
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	1	0	158235
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	2	2	2302.64
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	2	2	154102
E0SDG8	CDIA_DICD3	cdiA	Deoxyribonuclease CdiA	2	2	609527
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	5	4	9.91604e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	4	4	4.85059e+06
F4JHA2	RSH1C_ARATH	RSH1	Putative GTP diphosphokinase RSH1, chloroplastic	1	1	113635
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	1.03832e+06
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	2	2	302555
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	2	2	386142
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	5	5	2.02535e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	16	16	944278
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	1	1	84162.7
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	14	13	849035
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	6	6	242768
O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	1	1	60594.8
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	16	7	1.18036e+07
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	10	10	861437
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	11	9	2.95284e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	28	28	1.20578e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	7	7	1.46447e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	8	8	3.9118e+06
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	13	13	1.49397e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	14	14	352358
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	16	16	9.97264e+06
O00187	MASP2_HUMAN	MASP2	Mannan-binding lectin serine protease 2	1	1	1028.48
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	3	3	17630.3
O00193	SMAP_HUMAN	SMAP	Small acidic protein	3	3	7.18182e+07
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	3	3	4.6555e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	18	14	1.72847e+06
O00212	RHOD_HUMAN	RHOD	Rho-related GTP-binding protein RhoD	1	1	1.32142e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	6	6	1.56609e+06
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	22	21	1.48068e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	14	14	5.0756e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	9	9	3.67919e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	5	5	1.47429e+06
O00255	MEN1_HUMAN	MEN1	Menin	4	4	84176
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	7	7	833681
O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	1	1	1997.39
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	8	7	7.76836e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	28	28	1.43539e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	7	6	118507
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	12	12	739932
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	56009.5
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	8	8	933772
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	11	11	1.42034e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	12	12	5.90215e+06
O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	2	1	9704.99
O00311	CDC7_HUMAN	CDC7	Cell division cycle 7-related protein kinase	1	1	1871.85
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	1.20872e+06
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	3	3	311491
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	3	3	605422
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	6	6	218452
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	5	5	930252
O00410	IPO5_HUMAN	IPO5	Importin-5	35	33	3.45942e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	4	4	411490
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	3	3	331145
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	5	5	2.76541e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	5	5	601377
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	18	16	4.03472e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	25	25	1.62481e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	7	7	3.9037e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	12	12	257564
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	7	7	2.58789e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	6	5	8.63956e+06
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	15	15	791606
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	6	6	75381.2
O00468	AGRIN_HUMAN	AGRN	Agrin	23	23	4.69998e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	7	7	249367
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	10	10	7.94647e+06
O00472	ELL2_HUMAN	ELL2	RNA polymerase II elongation factor ELL2	1	1	2263
O00478;O00481;P78410	BT3A1_HUMAN;BT3A2_HUMAN;BT3A3_HUMAN	BTN3A1;BTN3A2;BTN3A3	Butyrophilin subfamily 3 member A3	1	0	48393.1
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	2.19044e+08
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	7	7	1.04093e+07
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	616436
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	10	9	2.81938e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	7	3	3.64005e+06
O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	2	2	352828
O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	1	1	3147.66
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	19	19	7.15778e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	18	18	2.82058e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	5	5	275369
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	12	12	1.62758e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4	4	319042
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	22	22	2.33079e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	27	9	7.39202e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	4	4	300596
O00592	PODXL_HUMAN	PODXL	Podocalyxin	9	9	6.13031e+06
O00622	CCN1_HUMAN	CCN1	CCN family member 1	1	1	6503.91
O00625	PIR_HUMAN	PIR	Pirin	7	7	1.7932e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	3	3	1.71235e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	1	1	1483.76
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	767337
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	7	7	2.95197e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	5	5	666973
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	6	6	1.36403e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	766302
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	9	9	7.04149e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.71898e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	16	16	4.67453e+06
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	4.29476e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	3	3	84381.5
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	1.94521e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	672044
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	4.1977e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	9	9	1.68763e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	5.33633e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	8	8	1.10563e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	2	1	242351
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	11	10	2.96258e+06
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	304421
O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	2	2	666958
O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	1	1	1576.73
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	5	5	5.86358e+06
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	6	6	4.13438e+06
O14544	SOCS6_HUMAN	SOCS6	Suppressor of cytokine signaling 6	1	1	789250
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	7	7	46186.7
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	2.34709e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2	2	1.65986e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	7	7	2.43392e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	8	8	1.02423e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	10	10	2.80236e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	18	18	3.09586e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	4	4	578121
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	10	10	951479
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	7	4	382607
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	15	12	1.69384e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	7	7	1.41384e+06
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	2	2	696250
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	7	7	4.51787e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	7	7	507770
O14662	STX16_HUMAN	STX16	Syntaxin-16	6	6	4.13654e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	14	14	1.23377e+06
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	1	1	71928
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	4	4	1.91577e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	4	4	3.90092e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	5	5	779702
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	5	5	453493
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.46808e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	5	5	405880
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	1.49378e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.54735e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	6	6	3.11779e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	16	16	3.21825e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	11	11	5.46483e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	4	4	82455.3
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	5	5	843476
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	7	7	3.00341e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	28	26	2.07861e+07
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	6	6	526106
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	5	5	732878
O14795	UN13B_HUMAN	UNC13B	Protein unc-13 homolog B	2	2	3291.21
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	16	16	2.5813e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	2	2	1.17158e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	12	8	1.17816e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	10	10	3.00728e+06
O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	1	1	434122
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	3	3	1.20981e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	3	3	74063.3
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3	3	1.0732e+06
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	5	5	680262
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	160082
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	11	10	803700
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	12	12	4.39744e+06
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	2	0	171983
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	7	7	1.30259e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	15	15	8.26039e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	2.05734e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	2	0	4.6634e+06
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10	1	1	4342.9
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	8	8	495876
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	7	7	1.24626e+06
O14967	CLGN_HUMAN	CLGN	Calmegin	1	1	79098.1
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	5	5	114799
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	22	22	1.58723e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	23	23	3.44954e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	11	11	2.31631e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	7	7	9.27909e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	34	33	1.87522e+07
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	18	18	1.10988e+07
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	6	6	18117.5
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	3	3	92791.8
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	36	36	2.64839e+07
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	36	36	2.36594e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	23	23	1.24839e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	21	21	2.0599e+07
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	8	7	703802
O15061	SYNEM_HUMAN	SYNM	Synemin	6	6	1.33086e+06
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	31	31	2.65899e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	8	8	1.53494e+06
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	3	3	340065
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	3	3	503023
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	5	5	1.92413e+06
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	2	2	72676.5
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	12	12	3.48224e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	194879
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	170133
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	8	8	1.56646e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	2.06114e+06
