Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57354.raw
A0PK00	T120B_HUMAN	TMEM120B	Transmembrane protein 120B	1	1	2656.65
A1A9Q9;P0A8G6	NQOR_ECOK1;NQOR_ECOLI	Ecok1_09050;wrbA	NAD(P)H dehydrogenase (quinone)	4	0	164309
A1L0T0	HACL2_HUMAN	ILVBL	2-hydroxyacyl-CoA lyase 2	11	11	1.49389e+06
A1L170	CA226_HUMAN	C1orf226	Uncharacterized protein C1orf226	1	1	109077
A1L390	PKHG3_HUMAN	PLEKHG3	Pleckstrin homology domain-containing family G member 3	3	3	7.0292e+06
A1X283	SPD2B_HUMAN	SH3PXD2B	SH3 and PX domain-containing protein 2B	5	4	276403
A2RRP1	NBAS_HUMAN	NBAS	Neuroblastoma-amplified sequence	4	4	739727
A2RU67	F234B_HUMAN	FAM234B	Protein FAM234B	3	3	2942.7
A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	22	22	1.45854e+06
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	4	2	19126.8
A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	6	6	1.47728e+07
A5A6H5;P25705;Q5R546	ATPA_HUMAN;ATPA_PANTR;ATPA_PONAB	ATP5F1A	ATP synthase subunit alpha, mitochondrial	16	2	6.23801e+07
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	43	43	7.66468e+06
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	288181
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1	0	1.9047e+06
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	8	8	823186
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	5	5	516927
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	3.04449e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	33	33	6.02017e+06
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	3	2	612981
A6NIV6	LRIQ4_HUMAN	LRRIQ4	Leucine-rich repeat and IQ domain-containing protein 4	1	1	18470.5
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	3	3	6309.6
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	5	5	936005
A7ZPS4;A8A2X1;A9MHQ2;B1IWI1;B1LNC8;B2TXQ4;B4TR62;B5BB16;B5Z015;B6I548;B7LCL6;B7LKG3;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74;Q5PLS1;Q8Z4R8;Q8ZN71	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_ESCF3;DAPA_SALAR;DAPA_SALPA;DAPA_SALPK;DAPA_SALSV;DAPA_SALTI;DAPA_SALTY;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	3	3	80671.6
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	12	1	2.58409e+06
A8MPP1	D11L8_HUMAN	DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8	3	0	586868
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	7570.29
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1	0	3.88378e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	3	3	109669
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	30	28	3.14329e+06
B5R1Q4	DAPB_SALEP	dapB	4-hydroxy-tetrahydrodipicolinate reductase	1	1	1110.7
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	3	0	3.21851e+06
B7ZW38;O60812;P0DMR1	HNRC1_HUMAN;HNRC3_HUMAN;HNRC4_HUMAN	HNRNPCL1;HNRNPCL3;HNRNPCL4	Heterogeneous nuclear ribonucleoprotein C-like 3	1	0	2.99764e+06
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	5	0	1.15953e+06
C9JRZ8	AK1BF_HUMAN	AKR1B15	Aldo-keto reductase family 1 member B15	1	0	99908.8
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	1	1	2291.16
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	7.88133e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	6.14146e+06
G2XKQ0;P63165	SUMO1_HUMAN;SUMO5_HUMAN	SUMO1;SUMO1P1	Small ubiquitin-related modifier 5	2	0	1.9559e+06
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	1.02343e+06
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	1	1	163247
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	5	5	1.23247e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	16	16	1.44607e+06
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	12	10	1.05617e+06
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	3	3	119042
O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	1	1	2394.23
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	6	6	1.31737e+07
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	7	7	676041
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	9	9	2.12469e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	23	23	1.11492e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	4	4	1.22901e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	4	4	451739
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	11	11	1.33858e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	9	9	355323
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	13	13	1.85996e+07
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	2	2	156964
O00193	SMAP_HUMAN	SMAP	Small acidic protein	2	2	224287
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	2	2	2.16301e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	16	13	1.11269e+07
O00212	RHOD_HUMAN	RHOD	Rho-related GTP-binding protein RhoD	1	1	1.14034e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	5	5	806950
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	19	18	5.39556e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	14	14	1.22602e+07
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	9	9	3.12744e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	1.23236e+06
O00255	MEN1_HUMAN	MEN1	Menin	3	3	5856.26
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	5	5	210635
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	6	6	1.22518e+07
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	26	26	2.75688e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	4	4	6127.62
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	11	11	1.06789e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	243.44
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	3	3	1.26654e+06
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	10	10	1.08138e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	4.75176e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	9	9	868598
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	2	2	244373
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	306810
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	5	5	357545
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	3	3	1.38679e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	30	29	2.51341e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	5	5	333272
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	3	3	971230
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.49612e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	2	2	118017
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	14	13	1.65811e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	23	23	1.41374e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	5	5	2.65128e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	6	6	146348
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	6	6	1.62253e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	115076
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	13	13	965384
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	2	2	5058.94
O00468	AGRIN_HUMAN	AGRN	Agrin	19	19	3.38004e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	4	4	92126.3
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	10	10	8.6226e+06
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	1	1	68161.2
O00481	BT3A1_HUMAN	BTN3A1	Butyrophilin subfamily 3 member A1	1	0	699161
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	4	4	3.48026e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	4	4	2.40749e+07
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	4	4	1.12924e+06
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	7	7	2.66369e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	3	3	249530
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	16	16	8.79302e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	17	17	1.99917e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	383671
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	5	5	5864.88
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	5	5	448444
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	18	18	3.79412e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	23	8	6.16595e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	3	3	236024
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	5.20056e+06
O00625	PIR_HUMAN	PIR	Pirin	4	4	1.05394e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	8	4	1.88181e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	1	1	3367.19
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	0	101130
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	4	4	1.33007e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	3	3	285365
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	1	1	834160
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	1.14977e+06
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	1.35298e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.40111e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	16	16	2.38869e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	2	2	4692.56
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	7.4031e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	2	2	310085
O13539	THP2_YEAST	THP2	THO complex subunit THP2	6	6	1.27588e+06
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	1.7361e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	4.563e+06
O13577	DIF1_YEAST	DIF1	Damage-regulated import facilitator 1	1	1	2064.77
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	9	9	3.40201e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	8.562e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.96374e+07
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	1	1	1967.49
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	225227
O14494	PLPP1_HUMAN	PLPP1	Phospholipid phosphatase 1	1	1	1.76389e+06
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	8	8	531387
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	1	0	295386
O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	3	3	2736.95
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	5	5	5.1421e+06
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	5	5	482238
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	4	4	162450
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	3.32344e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	3	3	2.15961e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	2.69729e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	74249.8
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	7	7	895757
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	1.92594e+06
O14613	BORG1_HUMAN	CDC42EP2	Cdc42 effector protein 2	1	1	11620.9
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	17	17	4.95016e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5	5	441248
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	9	9	737819
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	3	2	72936.5
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	8	8	660764
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	11	9	1.90518e+07
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	1.07842e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	8	8	1.10641e+07
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	6	6	426989
O14662	STX16_HUMAN	STX16	Syntaxin-16	4	4	3.72021e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	10	10	773517
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	2	2	125696
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	3.02614e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	3.37726e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	4	4	274060
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	1	1	10665.8
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	5	5	1.34583e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	1	1	622791
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	472414
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.74187e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.41648e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	14	14	2.84585e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	11	11	1.51661e+07
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	2	2	31036.8
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	2	2	90951.5
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	6	6	3.02311e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	25	24	3.60461e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	1	1	270387
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	8	8	1.59188e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	10	10	2.43534e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	737570
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	10	6	1.00476e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	5	5	1.66447e+06
O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	2	2	330360
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	3	3	3.55972e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	384594
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3	3	957554
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	165893
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	274843
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	1.05088e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	8	8	8.36146e+06
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	3	0	270421
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	8	8	1.16543e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	5	5	1.46732e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	1.82879e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	2	0	3.87415e+06
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10	1	1	69921.7
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	8	8	629165
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	4	4	471904
O14967	CLGN_HUMAN	CLGN	Calmegin	3	3	377712
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	2	2	56481.3
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	20	20	1.97117e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	21	21	2.85951e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	12	12	2.41055e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5	5	7.27834e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	30	30	1.51139e+07
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	12	12	1.45681e+07
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	5	5	206247
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	2	2	3309.44
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	26	26	4.30668e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	33	33	1.06983e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	23	23	1.00377e+07
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	16	16	1.14273e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	5	506198
O15061	SYNEM_HUMAN	SYNM	Synemin	2	2	434550
O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B	1	0	1.16344e+06
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	25	25	2.61078e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	5	5	1.09145e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	4	4	502288
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	4	4	210206
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	2	2	274968
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	8	8	3.78702e+06
O15119	TBX3_HUMAN	TBX3	T-box transcription factor TBX3	2	2	2629.39
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	665409
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	12729.5
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	1.68128e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	1.33466e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	9	9	1.53222e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	9	9	3.84987e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	7	7	1.81241e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	8	8	2.43324e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	438953
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	7	7	149385
O15169	AXIN1_HUMAN	AXIN1	Axin-1	1	1	2358.13
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	8	7	3.57227e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	4	4	1.38747e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	10	10	2.7068e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	14	14	1.78591e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	5	5	477303
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	17	17	1.98607e+06
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	8	8	448139
O15234	CASC3_HUMAN	CASC3	Protein CASC3	3	3	112851
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	2	2	1.14855e+06
O15243	OBRG_HUMAN	LEPROT	Leptin receptor gene-related protein	1	1	803.603
O15258	RER1_HUMAN	RER1	Protein RER1	3	3	393903
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	4	4	6.05499e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	8	8	9.82836e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	7	7	262860
