Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57376.raw
O00193	SMAP_HUMAN	SMAP	Small acidic protein	4	4	1.31537e+08
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	3	3	1.14287e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	14	11	532850
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	5	5	927318
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	20	19	1.18702e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	13	13	1.67112e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	6	6	2.44316e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	3.42679e+06
O00255	MEN1_HUMAN	MEN1	Menin	1	1	7308.93
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	4	4	58606.3
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	6	5	9.06617e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	23	23	997833
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	3	3	1.73382e+06
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	10	10	1.52569e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	572.821
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	3	3	331194
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	1.0225e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	12	12	4.83914e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	7	7	395342
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	112075
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	3	3	470552
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	166960
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	3	3	1.19487e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	27	25	2.9396e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	6	6	49094.2
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	5	5	2.59049e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	17	15	1.86425e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	22	22	1.5961e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	3	3	292049
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	7	7	170812
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	3	3	2.13801e+06
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	11	11	1.23189e+06
O00468	AGRIN_HUMAN	AGRN	Agrin	12	12	3.64863e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	4	4	324782
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	6	6	126247
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	3.69961e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	5	5	1.44416e+07
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	98776.1
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	6	6	1.20485e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	233331
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	18	18	9.47324e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	2.10804e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	150678
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	4	4	8331.77
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4	4	491445
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	18	18	2.18683e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	25	7	6.9303e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	1	1	165179
O00592	PODXL_HUMAN	PODXL	Podocalyxin	7	7	4.8442e+06
O00625	PIR_HUMAN	PIR	Pirin	6	6	1.43671e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	1.92327e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	2	1	301536
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	4	4	1.11204e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	1	1	44242.2
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	4	4	2.09299e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	149601
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	1.70808e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	2.24366e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	14	14	1.62342e+06
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	3	3	276488
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	8.67133e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	14922.1
O13539	THP2_YEAST	THP2	THO complex subunit THP2	5	5	1.76796e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	390923
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	3.00769e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	9	9	915558
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	9.05127e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	9	9	1.96475e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	1	0	94761.8
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	8	7	433500
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	1	1	49892.8
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	4	4	1.32753e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	4	4	322665
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	4.7527e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2	2	522389
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	1.4459e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	70835.1
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	4	4	771169
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	8	8	1.51267e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	18	18	2.38418e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	3	3	623722
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	8	8	754105
O14640;P54792	DVL1_HUMAN;DVLP1_HUMAN	DVL1;DVL1P1	Segment polarity protein dishevelled homolog DVL-1	2	0	2760.15
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	8	5	1.45792e+06
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	96719
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	6	6	4.03208e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	4	4	1.27297e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	4	4	604273
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	8	8	444404
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	1	1	4744.17
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	3.34802e+06
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2	2	152768
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	1.93048e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	2	2	626334
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	3	3	116886
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.3605e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	2.5575e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	9	9	2.38602e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	1.53739e+06
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	3	3	11407.4
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	2	2	64733.7
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	6	6	3.22692e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	24	22	3.38787e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	1	1	11604.7
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	5	5	1.69346e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	8	8	709626
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	535389
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	10	6	8.73802e+06
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	1.44333e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	1	1	135257
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	4230.76
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	399655
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	63246
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	145069
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	631074
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	3	3	163566
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	3	0	256477
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	911645
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	6	6	261744
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	1.54589e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	3.88943e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	7	7	389519
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	4	3	103297
O14967	CLGN_HUMAN	CLGN	Calmegin	2	2	89686.2
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	3	3	23515.8
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	16	16	1.71361e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	19	19	2.81661e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	6	6	411732
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5	5	6.0142e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	28	28	7.06384e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	10	10	517734
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	2	2	17121.4
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	3	3	106965
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	24	24	2.1677e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	31	31	2.64988e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	20	20	712957
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	19	19	4.97906e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	2	2	249398
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	26	26	2.86605e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	4	4	1.48877e+06
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	2	2	60858.9
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	4234.72
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	4	4	78949.5
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	9	9	3.6174e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	160574
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	14641.1
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	212807
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2	2	1.52739e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	12	11	1.56032e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	11	11	5.53638e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	2.29107e+06
O15155	BET1_HUMAN	BET1	BET1 homolog	1	1	356324
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	6	6	3.61145e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	11789.9
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	6	6	343960
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	5	5	1.54749e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	6	6	3.20932e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	9	9	222316
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	17	17	2.05667e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	4	4	180561
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	9	9	221516
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	4	4	54507.1
O15234	CASC3_HUMAN	CASC3	Protein CASC3	3	3	32242.8
O15258	RER1_HUMAN	RER1	Protein RER1	3	3	157993
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	3.10772e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6	6	5.50092e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	5	5	333096
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	21	21	5.23474e+06
O15304	SIVA_HUMAN	SIVA1	Apoptosis regulatory protein Siva	1	1	92773.8
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	7	7	612659
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	4	4	159441
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	6	6	493539
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	3.42489e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	15	15	2.01667e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	19	19	1.25792e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	12	12	4.11247e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	10	10	2.92071e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	2	2	18666.9
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	6	6	46752.5
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	10	10	2.2712e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	10	10	1.88823e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	1	1	265263
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	3	3	896577
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	9	9	5.93181e+06
O15431	COPT1_HUMAN	SLC31A1	High affinity copper uptake protein 1	2	2	865396
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	7	7	5.74186e+06
O15439	MRP4_HUMAN	ABCC4	Multidrug resistance-associated protein 4	3	3	11795.3
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	5	5	870514
O15455	TLR3_HUMAN	TLR3	Toll-like receptor 3	2	2	499213
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	6	6	227833
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	7	7	431386
O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	3	3	9398.02
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	5	5	2.83798e+06
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	1	1	117852
O15533	TPSN_HUMAN	TAPBP	Tapasin	4	4	4.31365e+06
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	3	3	154772
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	3	3	8.35793e+06
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	26	24	4.43608e+06
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	8	8	891921
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	2	2	221186
O43157	PLXB1_HUMAN	PLXNB1	Plexin-B1	2	2	2287.24
