Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57377.raw
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	13	13	3.54889e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	1.78295e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1	1	5466.57
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	129129
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	1	1	31524.6
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	3.80036e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	26	25	3.46557e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	5	5	211402
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	3	3	950401
O14793;O95390	GDF11_HUMAN;GDF8_HUMAN	GDF11;MSTN	Growth/differentiation factor 8	1	0	9742.53
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	11	11	2.19505e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.04004e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	10	6	1.22874e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	7	7	1.63783e+06
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	2	2	1.7033e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	546639
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	329491
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	11542.8
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	226795
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	608684
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	6	6	723252
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	1	0	262436
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	1.07467e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	11	11	421037
O14948	TFEC_HUMAN	TFEC	Transcription factor EC	1	1	5248.21
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.27551e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	4.39121e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	9	9	967345
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	4	4	485769
O14967	CLGN_HUMAN	CLGN	Calmegin	2	2	57670.6
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	1	1	61276.2
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	22	21	3.17438e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	19	19	4.25322e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	11	11	266685
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5	5	9.19672e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	26	26	5.28563e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	11	11	968178
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	3	3	118120
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	6	6	206900
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	21	21	488722
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	34	34	2.23185e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	20	18	769309
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	17	17	1.82231e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	5	74255.5
O15061	SYNEM_HUMAN	SYNM	Synemin	2	2	5503.15
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	27	27	2.79318e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	5	5	1.4351e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	3	3	180922
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	6	6	2.21751e+06
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	2277.64
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	10	10	9.09256e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	340794
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	1.11165e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2	2	2.57227e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	9	8	2.27114e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	13	13	5.12669e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	5	5	3.37334e+06
O15155	BET1_HUMAN	BET1	BET1 homolog	1	1	317073
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	7	7	2.92146e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	1.22202e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	7	7	312203
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	7	7	9.24182e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	6	6	4.02883e+06
