Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57349.raw
B3QM33	DAPA_CHLP8	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	1471.72
B4SRX7	DAPA_STRM5	dapA	4-hydroxy-tetrahydrodipicolinate synthase	2	2	793290
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	4	0	672477
B7ZW38;O60812;P0DMR1	HNRC1_HUMAN;HNRC3_HUMAN;HNRC4_HUMAN	HNRNPCL1;HNRNPCL3;HNRNPCL4	Heterogeneous nuclear ribonucleoprotein C-like 3	1	0	7.07556e+06
B8DWI2	DAPA_BIFA0	dapA	4-hydroxy-tetrahydrodipicolinate synthase	2	2	914560
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	2	0	486222
C6DFE1	CUTC_PECCP	cutC	PF03932 family protein CutC	1	1	891118
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1	1	1564.56
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	1	1	9361.89
C9JLW8	MCRI1_HUMAN	MCRIP1	Mapk-regulated corepressor-interacting protein 1	2	2	958938
E0SDG8	CDIA_DICD3	cdiA	Deoxyribonuclease CdiA	1	1	729786
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	5	4	1.12669e+07
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	3.89274e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	9	0	3.66e+07
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	1.07558e+06
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	3	3	3.7962e+06
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	2	2	237991
M0QZC1	RN225_HUMAN	RNF225	RING finger protein 225	1	1	1.04414e+06
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	6	6	1.40712e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	15	15	4.26535e+06
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	2	2	215389
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	19	17	1.05651e+06
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	3	3	92734
O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	3	3	809539
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	5	5	4.37748e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	9	9	941655
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	12	10	2.73162e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	27	27	1.2242e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	7	7	1.51915e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	7	7	515493
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	14	14	1.50643e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	13	13	1.58771e+06
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	16	16	1.02233e+07
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	5	5	278603
O00193	SMAP_HUMAN	SMAP	Small acidic protein	5	5	5.45593e+07
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	3	3	5.63683e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	19	15	3.57054e+06
O00212	RHOD_HUMAN	RHOD	Rho-related GTP-binding protein RhoD	2	2	1.90701e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	5	5	1.357e+06
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	21	20	6.21849e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	16	16	3.97702e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	9	9	3.27271e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	5	5	1.30636e+06
O00255	MEN1_HUMAN	MEN1	Menin	4	4	15865.3
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	6	6	258772
O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	2	2	3558.02
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	7	4.10087e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	25	25	1.38958e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	6	5	127710
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	10	10	1.52267e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	3	3	2.06378e+06
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	5	5	205487
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	10	10	1.23108e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	12	12	6.56671e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	472976
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	2	2	222804
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	382672
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	5	5	1.37273e+06
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	6	6	6.72739e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	33	31	5.66689e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	8	8	151069
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	8	8	877738
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	6	6	5.46214e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	4	4	91273.7
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	22	20	4.66676e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	27	27	1.59645e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	7	7	4.26531e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	14	14	808462
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	7	7	2.36731e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	4	4	324349
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	13	13	742019
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	3	3	39687.8
O00468	AGRIN_HUMAN	AGRN	Agrin	24	24	1.29817e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	8	8	1.24642e+06
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	10	10	1.02268e+07
O00472	ELL2_HUMAN	ELL2	RNA polymerase II elongation factor ELL2	2	2	111469
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	1	1	110710
O00481	BT3A1_HUMAN	BTN3A1	Butyrophilin subfamily 3 member A1	1	1	87575.5
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	4.8022e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	7	7	8.53736e+06
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	2	2	1.97365e+06
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	10	9	2.27866e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	8	4	4.29195e+06
O00515	LAD1_HUMAN	LAD1	Ladinin-1	2	2	1.13495e+07
O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	2	2	50731.8
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	19	19	5.56038e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	17	17	2.76948e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	4	4	395848
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	11	11	476172
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	7	7	667527
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	21	21	3.56842e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	29	10	7.11259e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	3	3	300047
O00592	PODXL_HUMAN	PODXL	Podocalyxin	8	8	5.7866e+06
O00625	PIR_HUMAN	PIR	Pirin	7	7	2.65233e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	3	3	1.70852e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	2	2	8782.49
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	9	9	1.91921e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	4	4	1.71199e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	4	4	450860
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	6	6	879972
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	11	11	3.62639e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.75389e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	11	11	1.50951e+07
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	4.56143e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	124807
O13539	THP2_YEAST	THP2	THO complex subunit THP2	4	4	2.75039e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	1.16374e+06
O13559;P0CX14;P0CX15;P0CX20;P0CX21;P0CX22;P38721;P38900;P40105;P40434;P40889;P53819;Q03099;Q07888;Q08995;Q3E7X8;Q7M4S9;Q99208	YB113_YEAST;YE077_YEAST;YH19_YEAST;YHF0_YEAST;YIR7_YEAST;YJW5_YEAST;YL066_YEAST;YL067_YEAST;YMN3_YEAST;YP204_YEAST;YRF11_YEAST;YRF12_YEAST;YRF13_YEAST;YRF14_YEAST;YRF15_YEAST;YRF16_YEAST;YRF17_YEAST;YRF18_YEAST	YBL113C;YEL077C;YHL050C;YHR219W;YIL177C;YJL225C;YLL066C;YLL067C;YML133C;YPR204W;YRF1-1;YRF1-2;YRF1-3;YRF1-4;YRF1-5;YRF1-6;YRF1-7;YRF1-8	Y' element ATP-dependent helicase protein 1 copy 4	2	0	2021.65
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	2.39488e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	9	9	738410
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	5.19192e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	8	8	1.21393e+07
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	1	1	6305.95
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	188680
O14494	PLPP1_HUMAN	PLPP1	Phospholipid phosphatase 1	1	1	1.72009e+06
O14495	PLPP3_HUMAN	PLPP3	Phospholipid phosphatase 3	1	1	66461.1
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	9	8	547916
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	2	1	326197
O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	2	2	590612
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	3	3	770190
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	5	5	1.35475e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	7	7	661429
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	6	6	2.80675e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2	2	2.28849e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	7	7	2.58907e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	250843
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	9	9	548624
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	11	11	2.33929e+06
O14613	BORG1_HUMAN	CDC42EP2	Cdc42 effector protein 2	2	2	11282
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	22	22	9.79586e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5	5	636116
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	11	11	645743
O14640;P54792	DVL1_HUMAN;DVLP1_HUMAN	DVL1;DVL1P1	Segment polarity protein dishevelled homolog DVL-1	1	0	3370.14
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	5	3	645489
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	13	10	824720
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	9	9	366893
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	1.59008e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	8	8	2.13588e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	6	6	350896
O14662	STX16_HUMAN	STX16	Syntaxin-16	4	4	6.05744e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	16	16	447867
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	4	4	4.52063e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	4.58086e+06
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	4	4	4674.37
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	102932
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	3	3	260151
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	1.05728e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	4	4	1.19287e+06
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	7	7	1.25849e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	478816
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	6	6	3.46348e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	16	16	3.3807e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	5.3174e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	5	5	192873
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	5	5	608577
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	2	2	20812.8
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	7	7	3.22011e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	29	27	2.12836e+07
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	6	6	546216
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	7	7	371286
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	18	18	1.13722e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	590170
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	12	8	1.27344e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	9	9	2.447e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	2	2	111385
O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	2	2	469550
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	3	3	421526
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	4	4	818324
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	4	4	1.35689e+06
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	89599.5
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	486797
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	1.27145e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	9	9	565563
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	2	0	159678
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	8	8	1.35665e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	15	15	994639
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	2.73162e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	8	0	4.70295e+06
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10	1	1	2684.71
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	10	10	661251
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	6	6	763221
O14967	CLGN_HUMAN	CLGN	Calmegin	3	3	353656
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	3	3	84243.9
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	22	21	1.53807e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	21	21	3.17493e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	16	16	2.12263e+06
