Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57373.raw
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	27	27	1.03785e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	5	4	157337
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	11	11	1.86602e+06
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	9	9	1.30281e+06
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	1.29315e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	5.85755e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	726855
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	2	2	947128
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	1.20237e+06
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	6	6	303849
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	6	6	785720
O00410	IPO5_HUMAN	IPO5	Importin-5	24	23	2.74444e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	11	11	453499
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	3	3	313644
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.2659e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	2	2	549673
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	15	13	2.02541e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	22	22	1.27158e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	2.76495e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	8	8	158796
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	7	7	758060
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	71410.9
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	12	12	525798
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	3	3	1872.18
O00468	AGRIN_HUMAN	AGRN	Agrin	20	20	4.058e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	7	7	122497
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	11	11	2.72463e+06
O00472	ELL2_HUMAN	ELL2	RNA polymerase II elongation factor ELL2	2	2	5234.59
O00478;O00481;P78410	BT3A1_HUMAN;BT3A2_HUMAN;BT3A3_HUMAN	BTN3A1;BTN3A2;BTN3A3	Butyrophilin subfamily 3 member A3	1	0	46662.6
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	4.16374e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	3	3	5.1017e+06
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	4	4	1.54704e+06
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	9	8	1.25732e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	519982
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	16	16	6.55002e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	2.105e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	186890
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	8	8	613238
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	7	7	502975
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	18	18	7.99088e+06
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	21	7	7.00328e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	4	4	104955
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	5.34717e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	1.23126e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	2.21497e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	2	2	4492.6
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3	2	704540
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.83612e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	3	3	46593.9
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	4	4	555273
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	315634
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	1.43591e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.01892e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	13	13	2.14422e+07
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	12	1	4.50437e+07
O13539	THP2_YEAST	THP2	THO complex subunit THP2	2	2	1.34947e+06
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	444262
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	1.63652e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	7	7	558051
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	4.97372e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.00013e+07
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	1	1	1689.85
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	104395
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	7	7	338513
O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	1	1	1113.55
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	5	5	345369
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	4	4	586603
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	6	6	475461
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	3.39968e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	693489
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	1.50732e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	212983
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	6	6	261965
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	4.71752e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	17	17	2.85231e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	2	2	525283
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	10	10	967839
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	5	3	193564
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	7	7	1.60408e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	8	6	231632
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	421437
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	6	6	4.85683e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	6	6	868550
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	75432.4
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	12	12	773396
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	2	2	10046.7
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	3.06608e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	3.81563e+06
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	2	2	306802
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	6	6	1.01625e+06
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	4	4	255528
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	820850
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	3	3	683720
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	731075
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.75093e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	2.69838e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	11	11	2.82427e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	9	9	1.67908e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1	1	52351.6
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	5	5	821762
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	4	4	98051.8
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	2.58147e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	21	20	2.29048e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	3	3	157276
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	5	5	1.47266e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	12	12	2.19287e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.03911e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	9	5	1.08388e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	1.42409e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	1	1	625360
O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	1	1	215648
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	2	2	229295
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	3	3	2.8848e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	3	3	905400
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	316252
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	68277.4
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	189557
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	11	10	593891
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	11	11	587308
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	3	1	116997
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	695406
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	10	10	269046
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.40023e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	7	0	3.77174e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	7	7	371254
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	7	7	526408
O14967	CLGN_HUMAN	CLGN	Calmegin	3	3	202393
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	2	2	1121.22
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	20	20	1.56502e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	20	20	3.30696e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	10	10	690882
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	7	6	7.74219e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	24	24	3.92453e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	15	15	1.28894e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	9	8	88837.2
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	5	5	368428
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	30	30	4.35672e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	36	36	1.4914e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	19	19	1.25018e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	18	18	2.92466e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	5	436742
O15061	SYNEM_HUMAN	SYNM	Synemin	3	3	5825.85
O15062	ZBTB5_HUMAN	ZBTB5	Zinc finger and BTB domain-containing protein 5	1	1	2491.45
O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B	1	1	56588.4
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	24	24	1.68174e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	6	6	1.35228e+06
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	1	1	882.233
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	239152
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	7	7	1.35865e+06
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	10	10	5.22788e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	5	5	765891
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	9065.36
