Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57366.raw
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	1	1	62472.8
A7ZPS4;A8A2X1;B1IWI1;B1LNC8;B2TXQ4;B5Z015;B6I548;B7LCL6;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	2	2	57913.9
A8ALS4	DAPB_CITK8	dapB	4-hydroxy-tetrahydrodipicolinate reductase	1	1	38049
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	10	1	640468
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	2978.85
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	3	0	4.59043e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	3	3	266454
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	29	27	2.83671e+06
B1AJZ9	FHAD1_HUMAN	FHAD1	Forkhead-associated domain-containing protein 1	2	2	80361.5
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	3	0	1.14507e+06
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	4	0	838191
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	1	1	3704.85
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	5	4	5.00756e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	4	4	4.91e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	9	0	1.99875e+07
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	300051
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	2	2	2.56072e+06
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	1	1	91414.3
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	6	6	1.45907e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	13	13	755398
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	2	2	63093.8
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	12	11	789219
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	2	2	49930.5
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	12	4	8.03096e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	8	8	2.50951e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	11	9	1.83831e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	23	23	3.60419e+06
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	2	2	125762
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	7	7	387216
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	11	11	893888
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	8	8	394880
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	14	14	2.89448e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	1	1	1287.82
O00193	SMAP_HUMAN	SMAP	Small acidic protein	3	3	7.96264e+07
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	13	8	517635
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	776846
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	20	19	3.76812e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	14	14	1.76402e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	2.53429e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	2.51113e+06
O00255	MEN1_HUMAN	MEN1	Menin	4	4	9221.45
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	2	2	9636.24
O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	2	2	1.97135e+06
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	5.23004e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	25	25	594421
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	3	2	289680
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	10	10	1.36062e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	2	2	1.14579e+06
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	4	4	42597.3
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	8.43954e+06
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	3.83249e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	9	9	2.57954e+06
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	98525.2
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	3	3	1.20038e+06
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	257620
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	4	4	256002
O00410	IPO5_HUMAN	IPO5	Importin-5	26	24	1.80276e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	3	3	734620
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	3	3	6867.37
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	6	6	1.72262e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	14	14	3.20741e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	22	22	967091
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	2.38379e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	3	3	89721.4
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	4	4	82801.2
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	3	3	29701.6
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	11	11	764057
O00468	AGRIN_HUMAN	AGRN	Agrin	12	12	1.62211e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	5	5	502968
O00470	MEIS1_HUMAN	MEIS1	Homeobox protein Meis1	1	0	50518.6
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	11	11	209212
O00472	ELL2_HUMAN	ELL2	RNA polymerase II elongation factor ELL2	2	2	388035
O00478	BT3A3_HUMAN	BTN3A3	Butyrophilin subfamily 3 member A3	1	1	2602.85
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	2.8243e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	5	5	1.31468e+07
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	2	2	342870
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	7	6	861778
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	288246
O00515	LAD1_HUMAN	LAD1	Ladinin-1	2	2	2.94208e+06
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	13	13	8.70269e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	18	18	1.27505e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	368909
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	3	3	84099.1
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	5	5	432187
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	17	17	1.77201e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	29	9	4.37252e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	1	1	400074
O00592	PODXL_HUMAN	PODXL	Podocalyxin	8	8	3.23629e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	927247
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	2.00688e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3	2	1.0237e+06
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	7	7	1.85603e+06
O00748	EST2_HUMAN	CES2	Cocaine esterase	1	1	39372
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	2	2	1.95312e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	187681
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	1.34775e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	1.73215e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	17	17	2.83959e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	2	2	285397
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	6.38706e+07
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	1.12558e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	1.2009e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	2.85657e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	8	8	683135
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	6.47787e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	9	9	1.2799e+07
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	1	1	4651.59
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	4	3	4573.34
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	1	1	66308.4
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	6	6	1.55738e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	1	1	51333.8
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	6	6	3.77629e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	441767
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	1.59913e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	122467
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	5	5	780848
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	7	7	1.27206e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	16	16	2.08525e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5	5	391164
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	8	8	516676
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	3	3	21386.6
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	9	6	1.05634e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	4	4	5.59816e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	6	6	5.10592e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	7	7	1.04178e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	4	4	257134
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	12	12	624180
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	3.90899e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	4	4	2.42542e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	63188.9
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2	2	248516
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	690355
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	2	2	257817
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	267082
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.29117e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	6	6	2.29256e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	12	12	1.91749e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	9	9	1.20093e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	3	3	35828.2
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	2	2	213552
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	2	2	63904.3
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	6	6	3.89476e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	27	25	3.54083e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	4	4	386782
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	6	6	1.49879e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	6	6	663756
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	11	7	6.86869e+06
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	1.1599e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	3	3	433666
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3	3	484058
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	4592.1
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	20740.7
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	7	6	295053
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	7	7	1.14993e+06
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	632347
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	8	8	1.64956e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	1.23285e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	7	0	3.12633e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	10	10	622304
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	6	5	88814
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	21	20	1.2637e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	19	19	2.23843e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	8	8	378198
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	6	4.81668e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	25	25	4.79464e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	12	12	1.1446e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	2	2	4571.78
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	2	2	7926.35
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	21	21	6.17176e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	35	35	2.35191e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	19	18	1.52447e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	15	15	1.48877e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	5	65322.2
O15061	SYNEM_HUMAN	SYNM	Synemin	2	2	5240.7
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	26	26	1.99024e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	7	7	1.21543e+06
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	5	5	82968
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	11	11	5.72921e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	3	3	260904
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	5223.3
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	954555
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	861713
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	10	10	1.58147e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	11	11	3.91326e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	1.59428e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	8	8	2.60308e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	4	4	725328
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	3	3	521196
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	1.68244e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	5	5	1.92727e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	9	9	541884
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	17	17	2.01196e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	3	3	47868
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	9	9	1.40738e+06
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	5	5	740579
O15234	CASC3_HUMAN	CASC3	Protein CASC3	4	4	8842.77
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	2	2	530974
O15258	RER1_HUMAN	RER1	Protein RER1	3	3	232576
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	3.15565e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6	6	1.74412e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	7	7	147260
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	24	24	7.37968e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	8	8	491723
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	4	4	245145
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	6	6	432513
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	2.56967e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	15	15	2.54731e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	18	18	2.26568e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	12	12	3.06413e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	10	10	1.78006e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	2	2	366264
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	5	5	46210.7
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	11	11	6.23871e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	10	10	1.64069e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	3	3	52311.2
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	3	3	697115
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	9	9	4.05521e+06
O15431	COPT1_HUMAN	SLC31A1	High affinity copper uptake protein 1	2	2	610660
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	7	7	3.86428e+06
O15440	MRP5_HUMAN	ABCC5	Multidrug resistance-associated protein 5	1	0	837669
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	7	7	1.47387e+06
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	6	6	395614
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	7	7	432900
O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	3	3	30119.5
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	5	5	1.60235e+06
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	2	2	91944
O15525	MAFG_HUMAN	MAFG	Transcription factor MafG	3	2	171836
O15530;Q6A1A2	PDPK1_HUMAN;PDPK2_HUMAN	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1	3	0	70163
O15533	TPSN_HUMAN	TAPBP	Tapasin	5	5	2.92744e+06
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	4	4	171154
O15554	KCNN4_HUMAN	KCNN4	Intermediate conductance calcium-activated potassium channel protein 4	1	1	2205.2
O43137	YB085_YEAST	YBR085C-A	Uncharacterized protein YBR085C-A	3	3	6.44612e+06
O43143	DHX15_HUMAN	DHX15	Pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15	28	26	2.90105e+06
O43148	MCES_HUMAN	RNMT	mRNA cap guanine-N7 methyltransferase	8	8	534579
O43149	ZZEF1_HUMAN	ZZEF1	Zinc finger ZZ-type and EF-hand domain-containing protein 1	3	3	137183
O43156	TTI1_HUMAN	TTI1	TELO2-interacting protein 1 homolog	3	3	354373
O43159	RRP8_HUMAN	RRP8	Ribosomal RNA-processing protein 8	12	12	673221
O43166	SI1L1_HUMAN	SIPA1L1	Signal-induced proliferation-associated 1-like protein 1	2	2	5180.62
