Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57371.raw
A1A780;A7ZHC0;A7ZVX9;B1IRE5;B1LFW1;B1XBF6;B2U250;B5YYC3;B6HYX9;B7L4F3;B7M0C7;B7MAF2;B7MNN7;B7N7Q5;B7NHD5;B7UI76;C4ZPV7;P04036;P58209;Q0TLW0;Q1RGH0;Q326J2;Q3Z5X9;Q83SQ9;Q8FLB4	DAPB_ECO24;DAPB_ECO27;DAPB_ECO45;DAPB_ECO55;DAPB_ECO57;DAPB_ECO5E;DAPB_ECO7I;DAPB_ECO81;DAPB_ECO8A;DAPB_ECOBW;DAPB_ECODH;DAPB_ECOHS;DAPB_ECOK1;DAPB_ECOL5;DAPB_ECOL6;DAPB_ECOLC;DAPB_ECOLI;DAPB_ECOLU;DAPB_ECOSE;DAPB_ECOSM;DAPB_ECOUT;DAPB_SHIB3;DAPB_SHIBS;DAPB_SHIFL;DAPB_SHISS	dapB	4-hydroxy-tetrahydrodipicolinate reductase	3	3	68192.1
A1A9Q9;P0A8G6	NQOR_ECOK1;NQOR_ECOLI	Ecok1_09050;wrbA	NAD(P)H dehydrogenase (quinone)	5	0	3.1661e+06
A1ADR4;A7ZPJ8;A8A2P2;B1IX74;P0A6V8;P0A6V9;Q0TF72;Q1R8X8;Q8FFD4	GLK_ECO24;GLK_ECO57;GLK_ECOHS;GLK_ECOK1;GLK_ECOL5;GLK_ECOL6;GLK_ECOLC;GLK_ECOLI;GLK_ECOUT	glk	Glucokinase	2	2	582108
A1L0T0	HACL2_HUMAN	ILVBL	2-hydroxyacyl-CoA lyase 2	11	11	2.62886e+06
A1L170	CA226_HUMAN	C1orf226	Uncharacterized protein C1orf226	2	2	6979.04
A1X283	SPD2B_HUMAN	SH3PXD2B	SH3 and PX domain-containing protein 2B	8	7	1.71282e+06
A2RRP1	NBAS_HUMAN	NBAS	Neuroblastoma-amplified sequence	11	11	657222
A2RU67	F234B_HUMAN	FAM234B	Protein FAM234B	2	2	11465.8
A2RUC4	TYW5_HUMAN	TYW5	tRNA wybutosine-synthesizing protein 5	1	1	818.586
A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	28	28	4.29712e+06
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	6	5	1.99387e+06
A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	8	8	256105
A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	3	3	5933.58
A4FU69	EFCB5_HUMAN	EFCAB5	EF-hand calcium-binding domain-containing protein 5	1	1	1.69627e+06
A5A6H5;P25705;Q5R546	ATPA_HUMAN;ATPA_PANTR;ATPA_PONAB	ATP5F1A	ATP synthase subunit alpha, mitochondrial	15	2	7.62277e+07
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	2	2	30503.9
A5PLL7	TM189_HUMAN	TMEM189	Plasmanylethanolamine desaturase	1	1	289550
A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13	4	4	2.68237e+06
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	40	40	1.78348e+06
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	56923.8
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1	0	688182
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	9	9	1.57375e+06
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	4	4	442735
A6NED2	RCCD1_HUMAN	RCCD1	RCC1 domain-containing protein 1	1	1	49381.3
A6NEF3;A6NEM1;A6NI86;H0YKK7	GG6L4_HUMAN;GG6L9_HUMAN;GG6LA_HUMAN;GG6LS_HUMAN	GOLGA6L10;GOLGA6L19;GOLGA6L4;GOLGA6L9	Golgin subfamily A member 6-like protein 4	1	0	155706
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	2.00591e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	35	35	5.94578e+06
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	4	3	876259
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	2	2	91206
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	5	5	1.0785e+06
A7ZPS4;A8A2X1;B1IWI1;B1LNC8;B2TXQ4;B5Z015;B6I548;B7LCL6;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	6	6	386648
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	10	1	1.50317e+06
A8MPP1	D11L8_HUMAN	DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8	2	0	1480.03
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	8915.82
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1	0	2.52608e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	2	2	155057
A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	2	2	87692.9
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	29	27	2.26237e+06
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	2	0	624102
B7ZW38;O60812;P0DMR1	HNRC1_HUMAN;HNRC3_HUMAN;HNRC4_HUMAN	HNRNPCL1;HNRNPCL3;HNRNPCL4	Heterogeneous nuclear ribonucleoprotein C-like 3	1	0	569376
C4AMC7;Q6VEQ5	WASH2_HUMAN;WASH3_HUMAN	WASH2P;WASH3P	Putative WAS protein family homolog 3	1	0	2108.21
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1	1	4856.71
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	1	1	286380
C9JLW8	MCRI1_HUMAN	MCRIP1	Mapk-regulated corepressor-interacting protein 1	2	2	6565
D4G3R4;G4NYJ6	WAPA_BACNB;WAPA_BACS4	wapA	tRNA(Glu)-specific nuclease WapA	1	1	2857.1
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	2	2	4097.87
E0SDG8	CDIA_DICD3	cdiA	Deoxyribonuclease CdiA	1	1	815307
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	7.76523e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	2.96131e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	7	0	3.03515e+07
G2XKQ0	SUMO5_HUMAN	SUMO1P1	Small ubiquitin-related modifier 5	2	0	3.20729e+06
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	5	5	821322
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	4	4	746245
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	2	2	249778
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	4	4	1.05736e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	12	12	801149
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	2	2	116656
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	13	11	610011
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	3	3	4146.19
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	12	4	8.65982e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	10	10	2.31966e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	10	10	1.59655e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	23	22	1.37315e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	4	4	4.95281e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	6	6	474874
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	11	11	1.09136e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	10	10	733962
O00180	KCNK1_HUMAN	KCNK1	Potassium channel subfamily K member 1	1	1	143255
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	12	12	6.18297e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	4	4	187411
O00193	SMAP_HUMAN	SMAP	Small acidic protein	2	2	791130
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	2	2	10389.2
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	16	13	922229
O00212	RHOD_HUMAN	RHOD	Rho-related GTP-binding protein RhoD	1	1	1.46054e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	1.04895e+06
O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	1	1	1779.28
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	19	18	1.07877e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	12	12	3.89275e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	2.97678e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	2.62393e+06
O00255	MEN1_HUMAN	MEN1	Menin	4	4	182539
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	5	5	120155
O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	2	2	1.12737e+06
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	4.43712e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	26	26	906160
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	8	8	495574
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	12	12	765243
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	643.898
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	8	8	332213
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	8	8	1.3056e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	5.58506e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	10	10	621085
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	3	3	1.01589e+06
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	1.1354e+06
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	3	3	85803.1
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	3	3	955125
O00410	IPO5_HUMAN	IPO5	Importin-5	24	23	3.56819e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	9	9	396022
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	3	3	319953
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.69784e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	2	2	1.31714e+07
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	15	13	1.93839e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	23	23	1.4106e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	5	5	2.44738e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	10	10	583033
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	6	6	277188
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	4	3	132827
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	13	13	829552
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	5	5	184568
O00468	AGRIN_HUMAN	AGRN	Agrin	20	20	3.29929e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	5	5	400273
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	14	14	2.11723e+06
O00472	ELL2_HUMAN	ELL2	RNA polymerase II elongation factor ELL2	2	2	2982.67
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	4.57781e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	3	3	5.59857e+06
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	2	2	475809
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	7	6	871004
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	362668
O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	1	1	1875.29
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	17	17	6.71052e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	17	17	1.87873e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2	2	214368
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	7	7	614209
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	6	6	2.32486e+07
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	18	18	6.96768e+06
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	20	7	7.63774e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	4	4	190914
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	5.74496e+06
O00625	PIR_HUMAN	PIR	Pirin	4	4	1.41065e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	1.91447e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	2	1	348234
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	6	6	1.79885e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	4	4	103226
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	3	3	1.35356e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	1.08445e+06
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	6	6	1.49178e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.0391e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	11	11	2.1592e+07
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	9	1	4.69092e+07
O13539	THP2_YEAST	THP2	THO complex subunit THP2	1	1	51651.3
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	406465
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	1.76694e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	6	6	1.24851e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	5.11632e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.01888e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	187611
O14494	PLPP1_HUMAN	PLPP1	Phospholipid phosphatase 1	1	1	2.32524e+06
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	6	6	2.13414e+06
O14503	BHE40_HUMAN	BHLHE40	Class E basic helix-loop-helix protein 40	1	1	659.696
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	2	1	120022
O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	4	4	676100
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	275743
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	5	5	430850
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	5	5	168384
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	2.71885e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	955283
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	2.28756e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	262101
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	8	8	897731
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	3.24193e+07
O14607;O15550	KDM6A_HUMAN;UTY_HUMAN	KDM6A;UTY	Histone demethylase UTY	1	0	2130.45
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	18	18	2.53973e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	3	3	370194
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	13	13	681599
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	7	4	457433
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	9	7	1.63159e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	7	7	181752
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	7	7	2.92989e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	6	6	618924
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	504759
O14668	TMG1_HUMAN	PRRG1	Transmembrane gamma-carboxyglutamic acid protein 1	1	1	247839
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	12	12	670383
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	3.41392e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	3.80128e+06
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	5	5	685690
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	5	5	257346
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2	2	92429.1
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.70556e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	1	1	7450.81
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	6	6	658899
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.4583e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	2.97955e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	11	11	2.96869e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	11	11	2.68928e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	3	3	30469.3
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	3	3	132804
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	4	4	173762
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	2.97309e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	20	19	2.31929e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	3	3	372799
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	6	6	1.77272e+06
O14795;Q8NB66;Q9UPW8	UN13A_HUMAN;UN13B_HUMAN;UN13C_HUMAN	UNC13A;UNC13B;UNC13C	Protein unc-13 homolog B	1	0	205247
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	15	15	1.76234e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	959232
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	9	5	1.0997e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	1.14368e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	2	2	379054
O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	2	2	6187.84
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	2	2	15673.8
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	3	3	2.91287e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	5	5	960511
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	581177
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	152586
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	341356
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	13	12	1.02105e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	12	12	1.05733e+06
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	2	0	679732
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	993974
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	9	9	204703
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.04781e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	3.83864e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	9	9	490694
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	6	5	134032
O14967	CLGN_HUMAN	CLGN	Calmegin	2	2	8719.71
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	3	3	85794.6
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	21	20	1.3395e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	20	20	3.30096e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	11	11	546017
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	6	7.2909e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	24	24	3.67571e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	15	15	1.04522e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	5	5	5491.24
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	5	5	57702.9
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	28	28	4.22462e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	36	36	1.75567e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	18	17	1.86881e+06
O15041	SEM3E_HUMAN	SEMA3E	Semaphorin-3E	1	1	56871.7
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	17	17	1.85073e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	4	4	353056
O15056	SYNJ2_HUMAN	SYNJ2	Synaptojanin-2	2	2	10220
O15061	SYNEM_HUMAN	SYNM	Synemin	3	3	57769
O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B	2	2	156522
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	23	23	1.88627e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	7	5	1.60217e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	192409
