Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57381.raw
O00478;O00481;P78410	BT3A1_HUMAN;BT3A2_HUMAN;BT3A3_HUMAN	BTN3A1;BTN3A2;BTN3A3	Butyrophilin subfamily 3 member A3	1	0	23111
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	1	1	187771
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	5.82698e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	4	4	2.23286e+06
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	458475
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	6	6	1.63483e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	1.05346e+06
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	14	14	9.72686e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	17	17	2.6907e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	4	4	710581
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	9	9	2.63687e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	5	5	379759
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	18	18	8.92689e+06
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	20	7	1.09259e+07
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	3	3	450423
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	7.38546e+06
O00623	PEX12_HUMAN	PEX12	Peroxisome assembly protein 12	1	1	2.37494e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	1.903e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	4.44116e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	4	3	1.34055e+06
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	2.14626e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	3	3	12202.4
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	4	4	2.05796e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	447435
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	2.18369e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.92798e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	9	9	3.10339e+06
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	1	1	6942.96
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	9	1	6.30698e+07
O13539	THP2_YEAST	THP2	THO complex subunit THP2	4	4	2.72605e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	431450
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	2.60379e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	7	7	529284
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	7.41827e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.47867e+07
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	1	1	6926.24
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	185743
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	5	5	574413
O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	2	2	1695.99
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	3	3	246484
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	5	5	687023
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	5	5	617880
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	4.11776e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	970631
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	3.03809e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	4	4	88883.9
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	5.0713e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	14	14	1.38608e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	3	3	797288
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	11	11	586119
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	2	1	6185.02
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	12	10	1.52815e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	6	6	1.16051e+07
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	509883
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	6	6	5.84858e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	1.4262e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	170302
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	10	10	276529
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	1	1	6720.04
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	3	3	4.77938e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	4.66649e+06
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	3	3	50985.1
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	4	4	598937
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	2.35768e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	2	2	636751
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	307158
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	2.07062e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.60176e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	10	10	3.80184e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	1.47082e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	2	2	3440.38
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	108528
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	4.04203e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	20	19	3.91794e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	7	7	741429
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	4	4	2.31914e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	12	12	2.66986e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	814790
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	8	4	1.58208e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	5	5	1.74871e+06
O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	2	2	8050.42
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	2	2	379767
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	4	4	967536
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	541152
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	3	3	637324
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	188864
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	11	10	1.88589e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	10	10	686129
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	1	0	448047
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	1.11358e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	11	11	2.88828e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.92361e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	7	0	5.28458e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	8	8	648525
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	3	3	214929
O14967	CLGN_HUMAN	CLGN	Calmegin	2	2	839577
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	2	2	4382.81
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	21	21	3.09531e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	17	17	5.07659e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	9	9	577929
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	6	9.95652e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	28	28	5.81986e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	12	12	1.87802e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	5	5	78238.4
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	7	7	528257
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	28	28	1.54672e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	31	31	1.45213e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	18	17	2.13317e+06
O15037	KHNYN_HUMAN	KHNYN	Protein KHNYN	3	3	33408.1
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	15	15	2.10289e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	5	336879
O15061	SYNEM_HUMAN	SYNM	Synemin	6	6	632824
O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B	2	1	902401
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	22	22	3.13414e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	6	6	838813
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	1	1	69236.2
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	3	3	88527.8
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	4	4	247781
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	58979.3
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	10	10	7.26684e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	3	3	423240
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	899678
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	1.36882e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	8	8	2.82237e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	11	11	5.58207e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	4	4	3.67464e+06
O15155	BET1_HUMAN	BET1	BET1 homolog	1	1	6349.72
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	7	7	1.39197e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	850760
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	6	6	324223
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	8	7	5.25567e+06
O15182	CETN3_HUMAN	CETN3	Centrin-3	1	1	4129.16
O15211	RGL2_HUMAN	RGL2	Ral guanine nucleotide dissociation stimulator-like 2	1	1	1490.2
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	4	4	5.81466e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	10	10	603747
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	17	17	3.25989e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	7	7	213314
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	15	15	91122.9
