Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57361.raw
A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	22	22	1.15579e+06
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	8	6	1.29786e+06
A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	6	6	1.28472e+06
A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	1	1	3726.33
A5A6H5;P25705;Q5R546	ATPA_HUMAN;ATPA_PANTR;ATPA_PONAB	ATP5F1A	ATP synthase subunit alpha, mitochondrial	21	2	1.02977e+08
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	1	1	3902.19
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	45	45	1.61451e+07
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	189460
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	2	0	2.29606e+06
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	10	10	3.82502e+06
A6NDR6;O00470;O14770;Q99687	ME3L1_HUMAN;MEIS1_HUMAN;MEIS2_HUMAN;MEIS3_HUMAN	MEIS1;MEIS2;MEIS3;MEIS3P1	Putative homeobox protein Meis3-like 1	1	0	7673.8
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	5	5	276712
A6NER3	GG12J_HUMAN	GAGE12J	G antigen 12J	1	1	151693
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	3.32131e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	31	31	2.01954e+06
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	3	2	502787
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	2	2	160690
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	2	2	653792
A6ZKI3	RTL8C_HUMAN	RTL8C	Retrotransposon Gag-like protein 8C	1	0	2129.9
A7E2V4	ZSWM8_HUMAN	ZSWIM8	Zinc finger SWIM domain-containing protein 8	2	2	5458.61
A7ZPS4;A8A2X1;B1IWI1;B1LNC8;B2TXQ4;B5Z015;B6I548;B7LCL6;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	7	7	553653
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	1	1	2497.91
A8MPP1;Q92771	D11L8_HUMAN;DDX12_HUMAN	DDX11L8;DDX12P	Putative ATP-dependent RNA helicase DDX11-like protein 8	2	0	4592.44
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	2	2	247795
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	2	0	8.49921e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	4	4	850697
A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	1	1	913796
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	30	28	3.34133e+06
B7VJ13	DAPB_VIBA3	dapB	4-hydroxy-tetrahydrodipicolinate reductase	1	1	8946.85
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	4	0	2.10036e+06
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1	1	78459.9
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	1	1	744097
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	1	1	3214.09
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	5	4	1.14383e+07
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	4	4	4.66512e+06
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	1.20998e+06
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	5	5	1.23594e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	16	16	1.132e+06
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	3	3	244188
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	12	11	1.34206e+06
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	3	3	404257
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	5	5	4.85593e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	8	8	1.09567e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	12	10	2.45053e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	24	24	4.44155e+06
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	5	5	2.15015e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	6	6	713822
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	12	12	1.54956e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	12	12	1.07591e+06
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	12	12	3.85569e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	3	3	22734.2
O00193	SMAP_HUMAN	SMAP	Small acidic protein	3	3	7.91514e+07
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	17	14	1.22046e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	6	6	1.26781e+06
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	21	20	4.49207e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	15	15	3.57504e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	3.44162e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	2.44097e+06
O00255	MEN1_HUMAN	MEN1	Menin	3	3	73475.3
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	2	2	13426.7
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	6	6	7.56876e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	24	24	1.94586e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	7	6	303652
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	11	11	1.79678e+06
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	7	7	5.31612e+06
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	11	11	1.83773e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	12	12	7.94839e+06
O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	2	2	125540
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	13	13	1.48411e+06
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	2	2	192304
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	3	3	1.18924e+06
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	149663
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	5	5	903458
O00408	PDE2A_HUMAN	PDE2A	cGMP-dependent 3',5'-cyclic phosphodiesterase	2	2	88409.7
O00410	IPO5_HUMAN	IPO5	Importin-5	34	32	3.87696e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	4	4	245499
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	7	7	1.62011e+06
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	6	6	3.19072e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	18	16	3.31505e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	22	22	2.00664e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	6	6	1.75178e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	9	9	1.5927e+07
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	6	6	878017
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	3	2	9.21223e+06
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	14	14	592549
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	2	2	49958
O00468	AGRIN_HUMAN	AGRN	Agrin	20	20	613406
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	9	9	1.01346e+06
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	6	6	313089
O00478;P78410	BT3A2_HUMAN;BT3A3_HUMAN	BTN3A2;BTN3A3	Butyrophilin subfamily 3 member A3	1	0	9062.18
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	5.68092e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	7	7	2.09425e+07
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	4	4	2.12264e+06
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	7	6	2.7963e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	3	3	563682
O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	1	1	15256
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	17	17	8.31395e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	14	14	2.53621e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	5	5	772841
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	5	5	147911
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	6	6	299541
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	20	20	1.88905e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	28	9	9.97036e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	2	2	310879
O00592	PODXL_HUMAN	PODXL	Podocalyxin	8	8	7.03334e+06
O00622	CCN1_HUMAN	CCN1	CCN family member 1	1	1	53111.9
O00625	PIR_HUMAN	PIR	Pirin	5	5	1.53923e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	3.04243e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	882851
O00716	E2F3_HUMAN	E2F3	Transcription factor E2F3	1	1	75839.8
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	6	6	2.6957e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	2	2	1.601e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	4	4	1.73127e+06
O00757;P09201;P09467	F16P1_HUMAN;F16P2_HUMAN;F16P_YEAST	FBP1;FBP2	Fructose-1,6-bisphosphatase isozyme 2	1	0	560633
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	917667
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	8	8	3.1296e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	5.07225e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	11	11	2.28549e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	2	2	49047.8
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	5.94232e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	8428.75
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	1.85239e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	1.17353e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	5.06425e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	9	9	673123
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	6.38254e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.38348e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	360384
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	9	8	137849
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	102039
O14521	DHSD_HUMAN	SDHD	Succinate dehydrogenase [ubiquinone] cytochrome b small subunit, mitochondrial	1	1	1.63638e+06
O14523	C2C2L_HUMAN	C2CD2L	Phospholipid transfer protein C2CD2L	1	1	2035.19
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	4	4	9.06234e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	6	6	534493
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	2.19353e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2	2	1.77043e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	3.68726e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	4	4	1.02361e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	6.09231e+07
O14593	RFXK_HUMAN	RFXANK	DNA-binding protein RFXANK	2	2	124858
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	18	18	3.26584e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	5	5	512649
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	9	9	338020
O14640;P54792	DVL1_HUMAN;DVLP1_HUMAN	DVL1;DVL1P1	Segment polarity protein dishevelled homolog DVL-1	2	0	4468.3
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	5	3	128603
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	11	8	2.7016e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	5	5	278345
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	462251
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	10	10	2.92917e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	7	7	770818
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	137588
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	10	10	1.39961e+06
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	3	3	350873
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	4	4	2.6336e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	4.91264e+06
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	4	4	103714
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	5356.35
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2	2	94317.3
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.84608e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	3	3	796226
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	6	6	1.56731e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	3.98501e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	6	6	4.01694e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	14	14	4.06756e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	11	11	2.99773e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	2	2	38928.4
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	5	5	345455
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	1	1	5173.5
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	6	6	3.77138e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	25	24	1.38716e+07
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	5	5	115000
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	7	7	2.75427e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	10	10	1.82317e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	908933
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	11	7	1.42721e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	7	7	2.42833e+06
O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	3	3	243569
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	3	3	4.05244e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	4	4	7792.23
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	1.29746e+06
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	3	3	168698
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	199372
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	1.47886e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	10	10	4.28465e+06
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	2	0	652719
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	1.18639e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	8	8	584198
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	2.54849e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	7	0	5.89591e+06
O14957	QCR10_HUMAN	UQCR11	Cytochrome b-c1 complex subunit 10	1	1	3263.65
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	7	7	960924
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	5	5	470700
O14967	CLGN_HUMAN	CLGN	Calmegin	2	2	5368.82
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	1	1	392.818
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	19	19	1.93623e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	20	20	3.56557e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	12	12	2.57522e+06
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	7	7	1.13773e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	32	31	5.4563e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	17	17	3.52623e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	6	6	322598
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	7	7	124823
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	22	22	731523
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	37	37	2.50308e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	21	21	1.77083e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	17	17	2.18838e+07
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	4	792332
O15061	SYNEM_HUMAN	SYNM	Synemin	3	3	21450.8
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	26	26	2.23035e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	7	7	2.34902e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	2	2	117460
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	4	4	247973
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	2	2	184571
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	12	12	7.53275e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	523975
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	6	6	1.40186e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2	2	1.90108e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	12	11	2.64108e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	12	12	5.78697e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	7	7	2.89565e+06
O15155	BET1_HUMAN	BET1	BET1 homolog	1	1	382405
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	8	8	4.54432e+07
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	4	4	1.25998e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	9	9	269369
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	9	8	9.71091e+06
O15211	RGL2_HUMAN	RGL2	Ral guanine nucleotide dissociation stimulator-like 2	2	2	2966.42
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	6	6	3.96183e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	10	10	584856
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	17	17	3.40134e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	7	7	693423
