Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57375.raw
A5A6H5;P25705;Q5R546	ATPA_HUMAN;ATPA_PANTR;ATPA_PONAB	ATP5F1A	ATP synthase subunit alpha, mitochondrial	13	1	6.54972e+07
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	1	1	325869
A5PLL7	TM189_HUMAN	TMEM189	Plasmanylethanolamine desaturase	2	2	874500
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	36	36	4.6754e+06
A5YM69	ARG35_HUMAN	ARHGEF35	Rho guanine nucleotide exchange factor 35	1	1	892.665
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	24320.2
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	2	0	794649
A6NDB9	PALM3_HUMAN	PALM3	Paralemmin-3	1	1	44435.2
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	9	9	9.00209e+06
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	4	4	156486
A6NED2	RCCD1_HUMAN	RCCD1	RCC1 domain-containing protein 1	1	1	5637.29
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	2.15126e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	33	33	929124
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	4	3	1.11411e+06
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	1	1	10812.3
A6NKD2;P0CV98;P0CV99;P0CW00;P0CW01;Q01534	TSPY1_HUMAN;TSPY2_HUMAN;TSPY3_HUMAN;TSPY4_HUMAN;TSPY8_HUMAN;TSPYA_HUMAN	TSPY1;TSPY10;TSPY2;TSPY3;TSPY4;TSPY8	Testis-specific Y-encoded protein 2	1	0	957436
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	4	4	1.2809e+06
A6NL46;A8MU76;A8MUI8;A8MV72	YA034_HUMAN;YF016_HUMAN;YH009_HUMAN;YP034_HUMAN		Putative UPF0607 protein ENSP00000332738	1	0	4439.68
A6NLI5	TR64C_HUMAN	TRIM64C	Tripartite motif-containing protein 64C	2	2	83626.3
A7ZPS4;A8A2X1;B1IWI1;B1LNC8;B2TXQ4;B5Z015;B6I548;B7LCL6;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	6	6	291572
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	9	1	342130
A8MPP1	D11L8_HUMAN	DDX11L8	Putative ATP-dependent RNA helicase DDX11-like protein 8	1	0	5511.94
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	2	2	55419.1
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	3	0	1.01187e+07
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	3	3	401787
A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	1	1	64793.3
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	26	24	3.94636e+06
B1APH4	ZN487_HUMAN	ZNF487	Putative zinc finger protein 487	2	2	4690.55
B2S0D7	GYRA_BORHD	gyrA	DNA gyrase subunit A	1	1	768843
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	3	0	172257
B7ZW38;O60812;P0DMR1	HNRC1_HUMAN;HNRC3_HUMAN;HNRC4_HUMAN	HNRNPCL1;HNRNPCL3;HNRNPCL4	Heterogeneous nuclear ribonucleoprotein C-like 3	1	0	843316
C6DFE1	CUTC_PECCP	cutC	PF03932 family protein CutC	1	1	662890
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	1	1	67169.5
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	2	2	120039
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	9.27957e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	2	2	1.70295e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	9	0	3.65156e+07
G5EFW7	IF122_CAEEL	daf-10	Intraflagellar transport protein 122 homolog	1	1	281607
I1WVY3	CDIA2_BURP2	cdiA2	tRNA nuclease CdiA-2	1	1	381371
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	966624
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	2	2	175945
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	5	5	2.12348e+06
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	14	14	832815
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	12	11	1.07746e+06
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	2	2	9833.93
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	13	5	1.28726e+07
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	8	8	2.71168e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	10	8	1.78929e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	19	19	1.23381e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	6	6	7.48092e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	7	7	399533
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	10	10	1.25518e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	9	9	478188
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	13	13	3.07092e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	3	3	163061
O00193	SMAP_HUMAN	SMAP	Small acidic protein	3	3	8.74258e+07
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	2	2	1.14728e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	16	13	911922
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	978140
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	20	19	1.29471e+08
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	15	15	2.38163e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	3.31564e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	3.21971e+06
O00255	MEN1_HUMAN	MEN1	Menin	3	3	60325.3
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	3	3	85269.8
O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	1	1	4136.82
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	6.42065e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	25	25	1.20366e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	4	3	23919.1
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	11	11	757187
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	2	2	3979.24
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	6	6	158231
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	1.60629e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	12	12	6.94496e+06
O00308	WWP2_HUMAN	WWP2	NEDD4-like E3 ubiquitin-protein ligase WWP2	2	2	422878
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	11	11	826951
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	79958.9
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	3	3	1.32299e+06
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	368839
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	4	4	845238
O00410	IPO5_HUMAN	IPO5	Importin-5	27	25	4.551e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	3	3	9219.48
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	5	5	195451
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	5	5	3.18434e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	3	3	4972.41
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	19	17	2.16775e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	24	24	1.68591e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	422670
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	12	12	896914
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	5	5	323122
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	14	14	567812
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	2	2	82498.6
O00468	AGRIN_HUMAN	AGRN	Agrin	18	18	2.32267e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	8	8	257592
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	8	8	221031
O00472	ELL2_HUMAN	ELL2	RNA polymerase II elongation factor ELL2	3	3	5215.02
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	4.78186e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	6	6	1.97916e+07
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	894909
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	7	6	1.98969e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	672025
O00506	STK25_HUMAN	STK25	Serine/threonine-protein kinase 25	1	1	648772
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	14	14	7.98827e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	2.22751e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2	2	253427
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	4	4	48578.1
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4	4	465291
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	20	20	7.9907e+06
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	23	7	8.29679e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	2	2	260262
O00592	PODXL_HUMAN	PODXL	Podocalyxin	8	8	6.52154e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	1.72467e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	4.49423e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	286285
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.94641e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	2	2	8379.53
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	3	3	72205.5
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	402588
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	8	8	1.30838e+07
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.4489e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	9	9	2.18343e+07
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	5.72856e+07
O13539	THP2_YEAST	THP2	THO complex subunit THP2	1	1	10844.4
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	567604
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	2.22216e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	6	6	717165
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	5.76518e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	8	8	1.32451e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	2	1	175428
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	7	6	108478
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	4	4	363708
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	6	6	1.84944e+06
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	3	3	564888
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	3.89183e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	548884
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	1.5417e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	308730
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	5	5	221140
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	4.22453e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	19	19	2.55224e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	4	4	352933
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	8	8	532731
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	4	3	108060
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	9	6	1.85794e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	8	8	1.01333e+07
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	174975
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	7	7	2.56332e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	1.18946e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	206697
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	11	11	1.19231e+06
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	1	1	1949.76
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	145350
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	4	4	4.9104e+06
O14686	KMT2D_HUMAN	KMT2D	Histone-lysine N-methyltransferase 2D	2	2	9290.34
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	5	5	143326
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	3	3	482199
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.91235e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	3	3	345640
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	1.50913e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.9559e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.81716e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	10	10	3.53197e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	881359
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	2	2	7821.83
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	156230
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	3	3	7175.86
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	6	6	3.93417e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	26	24	2.93977e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	4	4	132045
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	5	5	2.63527e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	11	11	2.34855e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.02395e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	10	6	1.27519e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	8	8	2.90009e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	1	1	292728
O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	4	4	253268
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	1	1	1941.83
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	6	6	1.61611e+06
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	485581
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	129532
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	295102
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	12	11	2.25385e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	3	3	212214
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	1	0	298068
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	1.28338e+06
O14931	NCTR3_HUMAN	NCR3	Natural cytotoxicity triggering receptor 3	1	1	2088.54
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	8	8	207782
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	4	4	2.51755e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	4.40838e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	9	9	338835
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	6	5	524094
O14967	CLGN_HUMAN	CLGN	Calmegin	1	1	57252.8
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	3	3	102453
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	20	20	1.01581e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	20	20	4.15186e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	9	9	640943
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	6	9.43257e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	27	27	5.05522e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	11	11	1.58277e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	3	3	13354.6
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	4	4	12263.6
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	21	21	457403
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	34	34	5.26866e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	21	21	970369
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	21	21	3.05415e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	6	6	206521
O15061	SYNEM_HUMAN	SYNM	Synemin	2	2	5305.24
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	25	25	2.94041e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	9	9	1.98435e+06
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	4	4	5089.97
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	2	2	59644
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	4	4	164131
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	2	2	148074
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	9	9	5.63491e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	243739
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	13694.5
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	1.12981e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	1.50747e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	11	10	2.63481e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	13	13	5.54453e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	5	5	3.57762e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	8	8	3.98306e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	4	4	1.13799e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	8	8	523839
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	2.48039e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	6	6	4.28875e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	10	10	585504
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	14	14	2.86542e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	3	3	53157.5
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	14	14	152507
