Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57364.raw
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.54319e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	1	1	3467.45
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	390121
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	2.05509e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	4.04246e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	13	13	4.87147e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	5	5	246760
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	1	1	977206
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	595156
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	1.49223e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	2.1774e+06
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	5.33247e+06
O13577	DIF1_YEAST	DIF1	Damage-regulated import facilitator 1	1	1	3380.97
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	11	11	2.65741e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	1.09747e+08
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	2.66732e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	142641
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	7	6	361791
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	18100.6
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	115628
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	5	5	442049
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	4	4	194533
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	4	4	2.66138e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	2	2	2.44317e+06
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	3.15297e+06
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	4	4	2.59941e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	2.0503e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	17	17	2.53838e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	3	3	732439
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	6	6	1.58105e+06
O14640;P54792	DVL1_HUMAN;DVLP1_HUMAN	DVL1;DVL1P1	Segment polarity protein dishevelled homolog DVL-1	1	0	65944.2
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	5	3	16398
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	9	7	3.16541e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	4	4	291440
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	1.48257e+06
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	8	8	1.66574e+07
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	1.19683e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	5	5	2.98049e+06
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	8	8	289321
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	4	4	2.82932e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	2.90219e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	175864
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	2.14931e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	1	1	557716
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	4	4	318046
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	4.05387e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.41116e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	12	12	3.50352e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	11	11	3.39246e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	6	6	45731.3
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	3	3	175522
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	7	7	3.64682e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	21	20	5.54517e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	5	5	358151
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	8	8	1.99349e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	12	12	3.65764e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.38806e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	9	5	1.15467e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	7	7	2.25506e+06
O14841	OPLA_HUMAN	OPLAH	5-oxoprolinase	2	2	87536.7
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	3	3	939481
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	3	3	859894
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	104168
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	231170
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	9	8	1.80063e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	7	7	9.82211e+06
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	3	0	447570
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	1.40395e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	8	8	656424
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.04922e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	7	0	4.63324e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	7	7	320031
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	4	4	257470
O14967	CLGN_HUMAN	CLGN	Calmegin	2	2	18862.3
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	2	2	64907.9
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	17	16	1.92996e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	20	20	5.55124e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	9	9	86928.9
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5	5	9.7031e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	31	31	4.589e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	13	13	4.10523e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	3	3	15296.7
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	1	1	6250.44
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	21	21	1.11551e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	34	34	1.43741e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	13	13	4.55069e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	15	15	5.36774e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	5	5	859887
O15061	SYNEM_HUMAN	SYNM	Synemin	2	2	7895.44
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	20	20	2.70686e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	5	5	2.45274e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	4306.06
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	3	3	394459
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	55045.2
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	9	9	7.20677e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	3	3	276902
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	3	3	94830.5
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	2.12584e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	1	1	2.19615e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	8	8	2.1129e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	10	10	1.3361e+07
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	2.43108e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	6	6	1.46142e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	1.25277e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	8	8	708492
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	7	6	4.36788e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	3	3	2.29135e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	11	11	1.92429e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	15	15	3.07418e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	7	7	251908
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	14	14	3.29606e+06
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	8	8	504380
O15234	CASC3_HUMAN	CASC3	Protein CASC3	6	6	127683
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	1	1	390232
O15243	OBRG_HUMAN	LEPROT	Leptin receptor gene-related protein	1	1	3360.19
O15254	ACOX3_HUMAN	ACOX3	Peroxisomal acyl-coenzyme A oxidase 3	2	2	38203
O15258	RER1_HUMAN	RER1	Protein RER1	3	3	134596
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	5	5	4.73681e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	5	5	7.87052e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	8	8	633188
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	26	26	7.34217e+06
