Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57380.raw
B2FL61;B4SRX7	DAPA_STRM5;DAPA_STRMK	dapA	4-hydroxy-tetrahydrodipicolinate synthase	1	1	2.08213e+06
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	3	0	864100
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	1	1	3510.03
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	2	2	3443.5
E3PY95	OAME_ACESD	oraE	D-ornithine 4,5-aminomutase subunit beta	1	1	4395.03
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	7.3644e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	5.9046e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	7	0	2.92599e+07
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	604186
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	2	2	2.72758e+06
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	3	3	722943
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	14	14	2.62528e+06
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	1	1	132263
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	10	10	1.51904e+06
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	13	5	1.45827e+07
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	8	8	5.1772e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	9	9	1.64864e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	22	22	5.29568e+06
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	5	5	1.40376e+07
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	4	4	338966
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	9	9	1.14916e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	9	9	676763
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	9	9	5.13917e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	2	2	71885.6
O00193	SMAP_HUMAN	SMAP	Small acidic protein	3	3	76722.2
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	13	10	755159
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	473243
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	17	17	1.36356e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	10	10	1.86191e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	2.65964e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	5	5	3.83735e+06
O00255	MEN1_HUMAN	MEN1	Menin	2	2	7043.96
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	2	2	12331.3
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	1.05301e+07
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	20	20	1.02138e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	4	3	7077.68
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	10	10	2.28071e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	3769.75
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	7	7	4.38782e+06
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	1.16123e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	5.63798e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	9	9	472066
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	53895.5
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	1	1	165065
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	362690
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	2	2	980300
O00410	IPO5_HUMAN	IPO5	Importin-5	21	21	2.52624e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	6	6	1.22063e+07
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	1	1	10628.7
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.33829e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	15	13	1.81663e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	20	20	2.10962e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	3	3	160588
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	2	2	10607
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	4	4	5.41345e+06
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	10	10	145520
O00468	AGRIN_HUMAN	AGRN	Agrin	9	9	148735
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	6	6	457598
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	5	5	250396
O00478;O00481;P78410	BT3A1_HUMAN;BT3A2_HUMAN;BT3A3_HUMAN	BTN3A1;BTN3A2;BTN3A3	Butyrophilin subfamily 3 member A3	1	0	5314.48
O00479	HMGN4_HUMAN	HMGN4	High mobility group nucleosome-binding domain-containing protein 4	1	1	84145
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	4.22168e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	2	2	312814
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	2	2	871121
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	5	5	726144
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	332161
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	15	15	1.01903e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	1.94872e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	4	4	524683
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	6	6	7.14279e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4	4	688122
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	18	18	2.3168e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	21	7	5.74704e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	1	1	8409.02
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	5.62609e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	1.92157e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	1.99586e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	1	1	1204.55
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	4887.54
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	7	7	1.8158e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	3	3	14764.5
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	3	3	279657
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	6	6	1.14585e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	2.60274e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	10	10	4.71893e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	1	1	5282.91
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	11	1	1.00523e+08
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	270552
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	1.52951e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	819552
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	3.77594e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	10	10	826774
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	1.08919e+08
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	2.24118e+07
O14468	YO304_YEAST	YOR304C-A	Uncharacterized protein YOR304C-A	1	1	4175.38
O14493	CLD4_HUMAN	CLDN4	Claudin-4	1	0	100187
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	5	5	328649
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	55405
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	1	1	74254.6
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	2	2	255770
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	2	2	232007
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	4	4	5.41485e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	281592
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	2.98955e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	318771
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	4	4	3.27973e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	10	10	6.32256e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	16	16	4.38952e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	3	3	267296
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	10	10	297978
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	3	2	92369.5
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	8	6	1.49522e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	1	1	77045.5
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	5	5	3.18971e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	4	4	1.85635e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	2	2	55333.8
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	6	6	571370
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	1	1	7960.33
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	2.48113e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	808813
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	2.77041e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	2	2	136793
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	4	4	395161
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.0847e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	2.81703e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	9	9	2.75194e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	9	9	843647
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1	1	3958.81
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	45013.6
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	1	1	5962.65
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	4	4	3.30812e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	17	16	5.81068e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	4	4	290352
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	6	6	1.32919e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	5	5	1.51498e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.08808e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	8	4	1.04558e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	5	5	1.30439e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	4	4	756076
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	461578
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	8448.33
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	289301
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	12	11	1.58626e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	5	5	2.18454e+06
O14925	TIM23_HUMAN	TIMM23	Mitochondrial import inner membrane translocase subunit Tim23	2	0	231487
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	851229
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	7	7	748228
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	2	2	1.51033e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	4.52275e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	6	6	303574
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	5	5	119715
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	20	20	1.94567e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	18	18	3.66221e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	6	6	855304
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5	5	8.042e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	25	25	3.54076e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	8	8	2.04901e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	3	3	72714.6
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	4	4	4.74256e+06
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	14	14	532803
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	32	32	2.88799e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	14	14	812372
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	13	13	2.25993e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	2	2	129181
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	22	22	2.87405e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	4	4	508465
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	1	1	75690.7
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	68288.4
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	2	2	436845
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	11386.8
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	8	8	4.85711e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	3	3	183982
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	11097.4
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	7	7	470614
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2	2	1.27937e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	6	6	1.85103e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	11	11	6.65028e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	2.26945e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	7	7	2.04292e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	93033.3
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	5	5	287978
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	2.02994e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	5	5	4.09516e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	10	10	466039
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	16	16	3.20982e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	5	5	62362.4
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	10	10	1.58878e+06
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	1	1	5866.66
O15234	CASC3_HUMAN	CASC3	Protein CASC3	3	3	54897.6
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	2	2	534423
O15243	OBRG_HUMAN	LEPROT	Leptin receptor gene-related protein	1	1	2448.47
O15258	RER1_HUMAN	RER1	Protein RER1	2	2	443713
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	5.32484e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	5	5	6.44345e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	4	4	404925
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	21	21	3.82244e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	7	7	512920
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	5	5	214297
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	6	6	422755
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	4.54296e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	13	13	1.74861e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	21	21	3.155e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	14	14	4.20604e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	10	10	2.40553e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	1	1	4092.36
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	9	9	70112.9
O15382	BCAT2_HUMAN	BCAT2	Branched-chain-amino-acid aminotransferase, mitochondrial	9	9	1.13878e+06
O15397	IPO8_HUMAN	IPO8	Importin-8	7	7	2.31184e+06
O15400	STX7_HUMAN	STX7	Syntaxin-7	5	5	6.36967e+06
O15403	MOT7_HUMAN	SLC16A6	Monocarboxylate transporter 7	3	3	1.67661e+06
O15427	MOT4_HUMAN	SLC16A3	Monocarboxylate transporter 4	8	8	2.91167e+06
O15431	COPT1_HUMAN	SLC31A1	High affinity copper uptake protein 1	1	1	163874
O15438	MRP3_HUMAN	ABCC3	Canalicular multispecific organic anion transporter 2	7	7	6.39458e+06
O15439	MRP4_HUMAN	ABCC4	Multidrug resistance-associated protein 4	2	2	45516.9
O15446	RPA34_HUMAN	POLR1G	DNA-directed RNA polymerase I subunit RPA34	8	8	745832
O15455	TLR3_HUMAN	TLR3	Toll-like receptor 3	1	1	365987
O15460	P4HA2_HUMAN	P4HA2	Prolyl 4-hydroxylase subunit alpha-2	5	5	115773
O15498	YKT6_HUMAN	YKT6	Synaptobrevin homolog YKT6	8	8	436415
O15504	NUP42_HUMAN	NUP42	Nucleoporin NUP42	2	2	6665.47
O15511	ARPC5_HUMAN	ARPC5	Actin-related protein 2/3 complex subunit 5	5	5	2.89742e+06
O15514	RPB4_HUMAN	POLR2D	DNA-directed RNA polymerase II subunit RPB4	2	2	132294
O15516	CLOCK_HUMAN	CLOCK	Circadian locomoter output cycles protein kaput	1	1	1367.12
O15530;Q6A1A2	PDPK1_HUMAN;PDPK2_HUMAN	PDPK1;PDPK2P	3-phosphoinositide-dependent protein kinase 1	1	0	6595.58
O15533	TPSN_HUMAN	TAPBP	Tapasin	3	3	4.88348e+06
O15541	R113A_HUMAN	RNF113A	E3 ubiquitin-protein ligase RNF113A	3	3	65821.4
