Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57378.raw
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	997965
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	19	18	8.78458e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	12	12	1.93736e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	9	9	2.7355e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	3.7633e+06
O00255	MEN1_HUMAN	MEN1	Menin	2	2	6227.92
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	3	3	1.24809e+06
O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	2	2	2.2457e+06
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	1.13106e+07
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	23	23	1.2229e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	2	2	36076.5
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	7	7	1.72945e+06
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	4	4	145305
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	1.33994e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	5.76924e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	8	8	446203
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	53536.8
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	48618.1
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	229310
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	5	5	1.45196e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	24	23	2.24056e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	3	3	87022.5
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	1	1	8146.61
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	2	2	1.6321e+06
O00423	EMAL1_HUMAN	EML1	Echinoderm microtubule-associated protein-like 1	2	2	647105
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	15	13	1.65328e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	19	19	1.81149e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	176613
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	4	4	12990.5
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	6	6	50755.6
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	4	3	11260.1
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	9	9	509612
O00468	AGRIN_HUMAN	AGRN	Agrin	9	9	60557.9
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	7	7	658676
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	6	6	182703
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	4.6572e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	3	3	771430
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	641987
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	7	6	1.02384e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	465155
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	18	18	1.20672e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	1.9882e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	3	3	138677
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	6	6	245095
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	5	5	442668
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	17	17	1.88663e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	19	7	7.59485e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	2	2	59857.8
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	5.36438e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	2.02975e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	1.70577e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	1	1	241165
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	3	3	1.25043e+06
O00750	P3C2B_HUMAN	PIK3C2B	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit beta	1	1	215736
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	2	2	1.22796e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	406579
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	7	7	1.61451e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	2.95585e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	11	11	466076
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	2	2	114587
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	1	1	497496
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	164243
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	63002.4
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	1.14392e+06
O13559;P0CX14;P0CX15;P0CX20;P0CX21;P0CX22;P38721;P40105;P40434;P40889;P53819;Q03099;Q07888;Q08995;Q3E7X8;Q99208	YE077_YEAST;YHF0_YEAST;YIR7_YEAST;YJW5_YEAST;YL066_YEAST;YL067_YEAST;YMN3_YEAST;YP204_YEAST;YRF11_YEAST;YRF12_YEAST;YRF13_YEAST;YRF14_YEAST;YRF15_YEAST;YRF16_YEAST;YRF17_YEAST;YRF18_YEAST	YEL077C;YHL050C;YIL177C;YJL225C;YLL066C;YLL067C;YML133C;YPR204W;YRF1-1;YRF1-2;YRF1-3;YRF1-4;YRF1-5;YRF1-6;YRF1-7;YRF1-8	Y' element ATP-dependent helicase protein 1 copy 4	1	0	1274.49
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	3.37079e+06
O13577	DIF1_YEAST	DIF1	Damage-regulated import facilitator 1	1	1	2242.78
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	10	10	640188
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	1.03593e+08
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	2.16799e+07
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	7	7	389924
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	415585
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	2	2	203554
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	4	4	524991
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	4	4	172502
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	5.53888e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	377818
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	3.23408e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	8	8	1.03718e+08
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	13	13	2.16524e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	2	2	161058
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	7	7	587605
O14640;P54792	DVL1_HUMAN;DVLP1_HUMAN	DVL1;DVL1P1	Segment polarity protein dishevelled homolog DVL-1	1	0	1685.16
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	4	2	328818
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	6	4	1.57146e+06
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	84610.9
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	4	4	5.55549e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	1.79766e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	2	2	515641
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	8	8	362061
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	994114
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	3.99724e+06
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	2.4938e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	1	1	134474
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	124346
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.15175e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	2.80786e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	9	9	2.93262e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	787951
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	2	2	34694.3
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	30419.4
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	1	1	2478.57
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	3.25117e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	18	17	4.79184e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	2	2	132916
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	3	3	685664
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	9	9	4.36614e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	472980
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	8	4	9.17067e+06
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	6	6	1.73412e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	1	1	892876
O14867	BACH1_HUMAN	BACH1	Transcription regulator protein BACH1	1	1	2424.37
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	2	2	232400
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	416296
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	10029.9
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	1	1	68160.2
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	10	9	705904
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	5	5	1.49755e+06
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	2	0	359864
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	1.45653e+06
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	8	8	163749
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	2	2	1.74807e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	4.20156e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	5	5	198307
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	3	3	162148
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	2	2	3857.26
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	21	21	2.80942e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	19	19	3.28555e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	4	4	180762
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	5	5	8.05153e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	27	27	4.11291e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	9	9	671846
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	2	2	10931.8
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	2	2	42984
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	16	16	429600
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	28	28	1.46901e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	12	12	547784
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	14	14	1.83576e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	4	4	10193.6
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	22	22	2.49028e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	6	6	2.35023e+06
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	2	2	177869
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	1	1	6764.36
O15116	LSM1_HUMAN	LSM1	U6 snRNA-associated Sm-like protein LSm1	1	1	98134.8
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	10	10	5.71668e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	5	5	330906
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	53560.9
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	6	6	1.37951e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	2	2	1.18278e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	7	7	2.04474e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	12	12	6.16799e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	1.92284e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	7	7	2.5987e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	2	2	6519.23
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	6	6	116462
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	2.00442e+06
O15182	CETN3_HUMAN	CETN3	Centrin-3	1	1	4876.23
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	5	5	3.67841e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	8	8	728329
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	14	14	2.97511e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	4	4	260586
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	6	6	66193.1
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	3	3	100035
O15234	CASC3_HUMAN	CASC3	Protein CASC3	3	3	14039
O15243	OBRG_HUMAN	LEPROT	Leptin receptor gene-related protein	1	1	1248.37
O15258	RER1_HUMAN	RER1	Protein RER1	2	2	250593
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	3	3	4.90787e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6	6	7.92554e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	5	5	346931
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	21	21	3.6906e+06
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	10	10	801723
O15321	TM9S1_HUMAN	TM9SF1	Transmembrane 9 superfamily member 1	4	4	550637
O15344	TRI18_HUMAN	MID1	E3 ubiquitin-protein ligase Midline-1	5	5	998404
O15347	HMGB3_HUMAN	HMGB3	High mobility group protein B3	4	4	3.91282e+06
O15355	PPM1G_HUMAN	PPM1G	Protein phosphatase 1G	13	13	1.28086e+06
O15357	SHIP2_HUMAN	INPPL1	Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 2	18	18	1.68898e+06
O15371	EIF3D_HUMAN	EIF3D	Eukaryotic translation initiation factor 3 subunit D	14	14	4.44118e+06
O15372	EIF3H_HUMAN	EIF3H	Eukaryotic translation initiation factor 3 subunit H	9	9	2.53808e+06
O15379	HDAC3_HUMAN	HDAC3	Histone deacetylase 3	2	2	17332.7
O15381	NVL_HUMAN	NVL	Nuclear valosin-containing protein-like	7	7	72522.2
