Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57379.raw
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1	0	3.88108e+06
A8MXE2	YI036_HUMAN		Putative UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase LOC100288842	1	1	45093.5
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	2	2	92126.2
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	29	27	3.95397e+06
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	3	0	1.02344e+06
C0HJZ8	OCE3_LEPPU		Ocellatin-PT3	1	1	142708
C6DFE1	CUTC_PECCP	cutC	PF03932 family protein CutC	1	1	252484
C9J7I0	UMAD1_HUMAN	UMAD1	UBAP1-MVB12-associated (UMA)-domain containing protein 1	1	1	2539.02
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	1	1	57016.5
D5ARG9	BION_RHOCB	bioN	Energy-coupling factor transporter transmembrane protein BioN	1	1	75426.8
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	1	1	138665
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	1.20148e+07
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	4.97766e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	8	0	3.69143e+07
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	4	4	1.01586e+06
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	1	1	1.62537e+06
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	1	1	166436
M0QZC1	RN225_HUMAN	RNF225	RING finger protein 225	1	1	191705
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	3	3	907871
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	14	14	1.58319e+06
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	10	10	857717
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	4	4	1.4309e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	8	8	2.0298e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	8	8	1.7557e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	25	25	2.29191e+07
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	6	6	5.78522e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	5	5	345575
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	10	10	1.7323e+06
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	9	9	789897
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	14	14	3.03153e+06
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	2	2	20772.4
O00193	SMAP_HUMAN	SMAP	Small acidic protein	2	2	351392
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	2	2	2.33675e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	13	10	1.15042e+06
O00212	RHOD_HUMAN	RHOD	Rho-related GTP-binding protein RhoD	1	1	1.02754e+06
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	2.06901e+06
O00220	TR10A_HUMAN	TNFRSF10A	Tumor necrosis factor receptor superfamily member 10A	1	1	59748.7
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	19	18	8.81502e+06
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	11	11	3.9509e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	3.27576e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	4	4	3.71552e+06
O00255	MEN1_HUMAN	MEN1	Menin	4	4	52814.5
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	4	4	186688
O00258	GET1_HUMAN	GET1	Guided entry of tail-anchored proteins factor 1	2	2	1.74006e+06
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	7	6	6.60026e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	26	26	1.26642e+06
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	8	8	3.444e+06
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	9	9	1.00274e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	3602.27
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	6	6	147303
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	9	9	1.83532e+07
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	8.1043e+06
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	10	10	994518
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	2	2	472688
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	1	1	51774.4
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	4	4	175422
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	2	2	575296
O00410	IPO5_HUMAN	IPO5	Importin-5	24	23	4.84508e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	5	5	23660.7
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	2	2	12399.4
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	2.14945e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	16	14	2.53869e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	20	20	1.5326e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	559132
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	9	9	314827
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	4	4	2.24533e+06
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	4021.87
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	13	13	387542
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	1	1	22775.7
O00468	AGRIN_HUMAN	AGRN	Agrin	17	17	260932
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	8	8	245095
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	10	10	1.5215e+06
O00478;O00481;P78410	BT3A1_HUMAN;BT3A2_HUMAN;BT3A3_HUMAN	BTN3A1;BTN3A2;BTN3A3	Butyrophilin subfamily 3 member A3	1	0	23220.4
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	5.28615e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	4	4	547861
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	2	2	232328
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	7	6	2.27335e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	662241
O00522	KRIT1_HUMAN	KRIT1	Krev interaction trapped protein 1	1	1	3351.57
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	17	17	7.98503e+06
O00541	PESC_HUMAN	PES1	Pescadillo homolog	16	16	2.73058e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	4	4	737432
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	6	6	228183
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	6	6	328771
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	18	18	1.22588e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	19	7	1.01921e+07
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	2	2	136197
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	7.45469e+06
O00625	PIR_HUMAN	PIR	Pirin	5	5	1.94394e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	3.5555e+06
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3	2	529470
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.86048e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	3	3	1.63424e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	387838
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	6	6	1.93592e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	3.52678e+06
O07080	YRDB_BACSU	yrdB	Uncharacterized protein YrdB	1	1	161620
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	9	9	214016
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	10	1	6.61218e+07
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	3.00994e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	1	1	586280
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	4	4	2.47594e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	5	5	270469
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	7.39755e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.47968e+07
O14493	CLD4_HUMAN	CLDN4	Claudin-4	1	0	91313
O14495	PLPP3_HUMAN	PLPP3	Phospholipid phosphatase 3	1	1	8366.92
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	7	7	317074
O14519;O75956	CDKA1_HUMAN;CDKA2_HUMAN	CDK2AP1;CDK2AP2	Cyclin-dependent kinase 2-associated protein 1	1	0	2.23682e+06
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	3	3	528698
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	5	5	739121
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	3	3	453448
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	4	4	4.34916e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	528127
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	5	5	2.90029e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	289062
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	5	5	1.30189e+06
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	3.02975e+07
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	17	17	2.06685e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	3	3	482965
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	9	9	304292
O14640;P54792	DVL1_HUMAN;DVLP1_HUMAN	DVL1;DVL1P1	Segment polarity protein dishevelled homolog DVL-1	1	0	4899.17
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	4	2	56396.3
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	8	6	1.88046e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	6	6	153564
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	436561
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	6	6	4.4136e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	5	5	1.27966e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	72219.1
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	11	11	777678
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	3	3	4.48785e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	5.10253e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	1	1	62627.2
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2	2	113818
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	3	3	2.76983e+06
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	289481
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	1.59496e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	3.56797e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	11	11	4.028e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	10	10	1.73868e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	1	1	7301.35
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	4	4	1.20173e+06
O14772	FPGT_HUMAN	FPGT	Fucose-1-phosphate guanylyltransferase	3	3	44327.9
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	3.77748e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	21	20	3.3598e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	7	7	478675
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	6	6	2.60965e+06
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	11	11	1.86237e+06
O14817	TSN4_HUMAN	TSPAN4	Tetraspanin-4	1	1	1.05909e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	9	5	1.47322e+07
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	5	5	1.56252e+06
O14832	PAHX_HUMAN	PHYH	Phytanoyl-CoA dioxygenase, peroxisomal	2	2	9.769e+06
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	2	2	5.88316e+06
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	435849
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	2	2	50746.2
O14901	KLF11_HUMAN	KLF11	Krueppel-like factor 11	1	1	3213.23
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	326974
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	11	10	1.57837e+06
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	6	6	1.16381e+06
O14925;Q5SRD1	TI23B_HUMAN;TIM23_HUMAN	TIMM23;TIMM23B	Mitochondrial import inner membrane translocase subunit Tim23	2	0	920872
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	869878
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	10	10	1.77068e+06
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	2.4874e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	4.96649e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	8	8	536732
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	2	2	176350
O14967	CLGN_HUMAN	CLGN	Calmegin	1	1	7018.26
O14972	VP26C_HUMAN	VPS26C	Vacuolar protein sorting-associated protein 26C	1	1	3006.85
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	20	19	1.31484e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	17	17	5.48108e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	10	10	999350
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	6	6	1.02287e+07
O14980	XPO1_HUMAN	XPO1	Exportin-1	26	26	5.47664e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	11	11	617550
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	2	2	59436.7
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	6	6	18357
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	22	22	1.01925e+07
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	27	27	1.65614e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	21	21	843627
O15037	KHNYN_HUMAN	KHNYN	Protein KHNYN	1	1	1113.41
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	15	15	1.9479e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	6	6	533451
O15061	SYNEM_HUMAN	SYNM	Synemin	4	4	227755
O15066	KIF3B_HUMAN	KIF3B	Kinesin-like protein KIF3B	1	0	309173
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	23	23	2.78802e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	6	6	1.00441e+06
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	2	2	7234.09
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	2	2	86610.9
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	2	2	26101.9
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	9	9	7.89014e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	263557
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	1	1	2950.14
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	6	6	1.20936e+06
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	2.18294e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	8	8	2.77573e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	11	11	5.85778e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	5	5	4.21491e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	7	7	1.67554e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	3	3	1.11223e+06
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	7	7	207915
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	6	6	3.00606e+06
O15211	RGL2_HUMAN	RGL2	Ral guanine nucleotide dissociation stimulator-like 2	1	1	108617
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	4	4	4.90019e+06
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	9	9	309081
