Protein.Group	Protein.Names	Genes	First.Protein.Description	N.Sequences	N.Proteotypic.Sequences	D:\QC_DIA\57370.raw
A1ADR4;A7ZPJ8;A8A2P2;B1IX74;P0A6V8;P0A6V9;Q0TF72;Q1R8X8;Q8FFD4	GLK_ECO24;GLK_ECO57;GLK_ECOHS;GLK_ECOK1;GLK_ECOL5;GLK_ECOL6;GLK_ECOLC;GLK_ECOLI;GLK_ECOUT	glk	Glucokinase	1	1	4689.5
A1L0T0	HACL2_HUMAN	ILVBL	2-hydroxyacyl-CoA lyase 2	9	9	1.93237e+06
A1L170	CA226_HUMAN	C1orf226	Uncharacterized protein C1orf226	1	1	2203.83
A1L390	PKHG3_HUMAN	PLEKHG3	Pleckstrin homology domain-containing family G member 3	2	2	1025.77
A1X283	SPD2B_HUMAN	SH3PXD2B	SH3 and PX domain-containing protein 2B	2	2	3.73873e+06
A2RRP1	NBAS_HUMAN	NBAS	Neuroblastoma-amplified sequence	8	8	805745
A2RUC4	TYW5_HUMAN	TYW5	tRNA wybutosine-synthesizing protein 5	1	1	1873.02
A3KMH1	VWA8_HUMAN	VWA8	von Willebrand factor A domain-containing protein 8	14	14	530026
A3KN83	SBNO1_HUMAN	SBNO1	Protein strawberry notch homolog 1	5	3	5.08399e+06
A4D1E9	GTPBA_HUMAN	GTPBP10	GTP-binding protein 10	6	6	1.2069e+06
A4D1P6	WDR91_HUMAN	WDR91	WD repeat-containing protein 91	3	3	2938.07
A5A6H5;P25705;Q5R546	ATPA_HUMAN;ATPA_PANTR;ATPA_PONAB	ATP5F1A	ATP synthase subunit alpha, mitochondrial	13	1	5.95769e+07
A5D8V6	VP37C_HUMAN	VPS37C	Vacuolar protein sorting-associated protein 37C	1	1	23213
A5PLN9	TPC13_HUMAN	TRAPPC13	Trafficking protein particle complex subunit 13	2	2	7306.34
A5YKK6	CNOT1_HUMAN	CNOT1	CCR4-NOT transcription complex subunit 1	37	37	3.83051e+06
A5Z2X5	YP010_YEAST	YPR010C-A	UPF0495 protein YPR010C-A	1	1	86017.8
A6NCE7;Q9GZQ8	MLP3B_HUMAN;MP3B2_HUMAN	MAP1LC3B;MAP1LC3B2	Microtubule-associated proteins 1A/1B light chain 3 beta 2	1	0	582791
A6NDG6	PGP_HUMAN	PGP	Glycerol-3-phosphate phosphatase	7	7	795684
A6NDU8	CE051_HUMAN	C5orf51	UPF0600 protein C5orf51	4	4	73270.5
A6NHL2	TBAL3_HUMAN	TUBAL3	Tubulin alpha chain-like 3	1	1	2.24993e+06
A6NHR9	SMHD1_HUMAN	SMCHD1	Structural maintenance of chromosomes flexible hinge domain-containing protein 1	28	28	1.67151e+06
A6NIH7	U119B_HUMAN	UNC119B	Protein unc-119 homolog B	3	2	636551
A6NJ78	MET15_HUMAN	METTL15	12S rRNA N4-methylcytidine (m4C) methyltransferase	2	2	33503.8
A6NKF1	SAC31_HUMAN	SAC3D1	SAC3 domain-containing protein 1	3	3	762902
A7ZPS4;A8A2X1;B1IWI1;B1LNC8;B2TXQ4;B5Z015;B6I548;B7LCL6;B7M7I1;B7MYB7;B7NQL6;P0A6L2;P0A6L3;P63943;P63944;Q0T239;Q31Y13;Q32D87;Q3YZ74	DAPA_ECO24;DAPA_ECO55;DAPA_ECO57;DAPA_ECO5E;DAPA_ECO7I;DAPA_ECO81;DAPA_ECO8A;DAPA_ECOHS;DAPA_ECOL6;DAPA_ECOLC;DAPA_ECOLI;DAPA_ECOSE;DAPA_ECOSM;DAPA_SHIB3;DAPA_SHIBS;DAPA_SHIDS;DAPA_SHIF8;DAPA_SHIFL;DAPA_SHISS	dapA	4-hydroxy-tetrahydrodipicolinate synthase	2	2	13935.8
A8CG34	P121C_HUMAN	POM121C	Nuclear envelope pore membrane protein POM 121C	11	1	296692
A8MQ03	CRTP1_HUMAN	CYSRT1	Cysteine-rich tail protein 1	1	1	4853.51
A8MWD9;P62308	RUXGL_HUMAN;RUXG_HUMAN	SNRPG;SNRPGP15	Putative small nuclear ribonucleoprotein G-like protein 15	1	0	3.01609e+06
A8MXV4	NUD19_HUMAN	NUDT19	Nucleoside diphosphate-linked moiety X motif 19	2	2	93392.8
A9UHW6	MI4GD_HUMAN	MIF4GD	MIF4G domain-containing protein	1	1	7240.93
B0I1T2	MYO1G_HUMAN	MYO1G	Unconventional myosin-Ig	26	24	3.02684e+06
B7ZAQ6;P0CG08	GPHRA_HUMAN;GPHRB_HUMAN	GPR89A;GPR89B	Golgi pH regulator A	3	0	1.80482e+06
C0HL07	RN2_NIDOK		Ranatuerin-2OK	1	1	140524
C9JI98	TM238_HUMAN	TMEM238	Transmembrane protein 238	1	1	36952.1
C9JLW8	MCRI1_HUMAN	MCRIP1	Mapk-regulated corepressor-interacting protein 1	1	1	3930.28
D6VTK4	STE2_YEAST	STE2	Pheromone alpha factor receptor	2	2	4651.37
E9PAV3;Q13765	NACAM_HUMAN;NACA_HUMAN	NACA	Nascent polypeptide-associated complex subunit alpha, muscle-specific form	4	3	5.72714e+06
E9PRG8	CK098_HUMAN	C11orf98	Uncharacterized protein C11orf98	3	3	5.25838e+06
G1SPK4;P05388;P14869;P19945;Q29214;Q95140	RLA0_BOVIN;RLA0_HUMAN;RLA0_MOUSE;RLA0_PIG;RLA0_RABIT;RLA0_RAT	RPLP0;Rplp0	Large ribosomal subunit protein uL10	7	0	2.42858e+07
G2XKQ0	SUMO5_HUMAN	SUMO1P1	Small ubiquitin-related modifier 5	3	1	2.50954e+06
L0R6Q1	S35U4_HUMAN	SLC35A4	SLC35A4 upstream open reading frame protein	5	5	722249
L0R819	ASURF_HUMAN	ASDURF	ASNSD1 upstream open reading frame protein	2	2	77945.7
L0R8F8	MIDUO_HUMAN	MIEF1	MIEF1 upstream open reading frame protein	1	1	13430.4
O00115	DNS2A_HUMAN	DNASE2	Deoxyribonuclease-2-alpha	4	4	695503
O00116	ADAS_HUMAN	AGPS	Alkyldihydroxyacetonephosphate synthase, peroxisomal	14	14	921904
O00124	UBXN8_HUMAN	UBXN8	UBX domain-containing protein 8	2	2	48315.8
O00139	KIF2A_HUMAN	KIF2A	Kinesin-like protein KIF2A	10	10	1.26225e+06
O00141	SGK1_HUMAN	SGK1	Serine/threonine-protein kinase Sgk1	4	4	4288.3
O00142	KITM_HUMAN	TK2	Thymidine kinase 2, mitochondrial	1	1	3440.64
O00148	DX39A_HUMAN	DDX39A	ATP-dependent RNA helicase DDX39A	4	4	1.04417e+06
O00151	PDLI1_HUMAN	PDLIM1	PDZ and LIM domain protein 1	7	7	1.46954e+06
O00154	BACH_HUMAN	ACOT7	Cytosolic acyl coenzyme A thioester hydrolase	9	9	1.50054e+06
O00159	MYO1C_HUMAN	MYO1C	Unconventional myosin-Ic	21	21	9.80379e+06
O00161	SNP23_HUMAN	SNAP23	Synaptosomal-associated protein 23	4	4	8.32011e+06
O00165	HAX1_HUMAN	HAX1	HCLS1-associated protein X-1	6	6	466271
O00170	AIP_HUMAN	AIP	AH receptor-interacting protein	10	10	917521
O00178	GTPB1_HUMAN	GTPBP1	GTP-binding protein 1	8	8	343204
O00186	STXB3_HUMAN	STXBP3	Syntaxin-binding protein 3	10	10	1.08935e+07
O00189	AP4M1_HUMAN	AP4M1	AP-4 complex subunit mu-1	5	5	105940
O00193	SMAP_HUMAN	SMAP	Small acidic protein	2	2	161616
O00194	RB27B_HUMAN	RAB27B	Ras-related protein Rab-27B	4	4	1.19526e+06
O00203	AP3B1_HUMAN	AP3B1	AP-3 complex subunit beta-1	13	10	875241
O00217	NDUS8_HUMAN	NDUFS8	NADH dehydrogenase [ubiquinone] iron-sulfur protein 8, mitochondrial	4	4	750683
O00231	PSD11_HUMAN	PSMD11	26S proteasome non-ATPase regulatory subunit 11	19	18	1.01759e+07
O00232	PSD12_HUMAN	PSMD12	26S proteasome non-ATPase regulatory subunit 12	11	11	3.35966e+06
O00233	PSMD9_HUMAN	PSMD9	26S proteasome non-ATPase regulatory subunit 9	8	8	2.46947e+06
O00244	ATOX1_HUMAN	ATOX1	Copper transport protein ATOX1	3	3	2.62207e+06
O00255	MEN1_HUMAN	MEN1	Menin	1	1	4895.04
O00257	CBX4_HUMAN	CBX4	E3 SUMO-protein ligase CBX4	5	5	70877.5
O00264	PGRC1_HUMAN	PGRMC1	Membrane-associated progesterone receptor component 1	6	5	5.19612e+06
O00267	SPT5H_HUMAN	SUPT5H	Transcription elongation factor SPT5	24	24	905161
O00268	TAF4_HUMAN	TAF4	Transcription initiation factor TFIID subunit 4	1	0	148406
O00273	DFFA_HUMAN	DFFA	DNA fragmentation factor subunit alpha	9	9	1.03828e+06
O00287	RFXAP_HUMAN	RFXAP	Regulatory factor X-associated protein	1	1	266381
O00291	HIP1_HUMAN	HIP1	Huntingtin-interacting protein 1	5	5	270929
O00299	CLIC1_HUMAN	CLIC1	Chloride intracellular channel protein 1	8	8	8.80109e+06
O00303	EIF3F_HUMAN	EIF3F	Eukaryotic translation initiation factor 3 subunit F	11	11	4.85222e+06
O00311	CDC7_HUMAN	CDC7	Cell division cycle 7-related protein kinase	1	1	194987
O00330	ODPX_HUMAN	PDHX	Pyruvate dehydrogenase protein X component, mitochondrial	9	9	520931
O00391	QSOX1_HUMAN	QSOX1	Sulfhydryl oxidase 1	1	1	21407.2
O00399	DCTN6_HUMAN	DCTN6	Dynactin subunit 6	2	2	1.08261e+06
O00400	ACATN_HUMAN	SLC33A1	Acetyl-coenzyme A transporter 1	5	5	600487
O00401	WASL_HUMAN	WASL	Neural Wiskott-Aldrich syndrome protein	4	4	1.13301e+06
O00410	IPO5_HUMAN	IPO5	Importin-5	25	24	1.87299e+06
O00411	RPOM_HUMAN	POLRMT	DNA-directed RNA polymerase, mitochondrial	5	5	528763
O00418	EF2K_HUMAN	EEF2K	Eukaryotic elongation factor 2 kinase	5	5	383748
O00422	SAP18_HUMAN	SAP18	Histone deacetylase complex subunit SAP18	3	3	1.13844e+06
O00425	IF2B3_HUMAN	IGF2BP3	Insulin-like growth factor 2 mRNA-binding protein 3	16	14	1.28163e+06
O00429	DNM1L_HUMAN	DNM1L	Dynamin-1-like protein	19	19	1.30898e+06
O00442	RTCA_HUMAN	RTCA	RNA 3'-terminal phosphate cyclase	4	4	2.77711e+06
O00443	P3C2A_HUMAN	PIK3C2A	Phosphatidylinositol 4-phosphate 3-kinase C2 domain-containing subunit alpha	10	10	7.0905e+06
O00458	IFRD1_HUMAN	IFRD1	Interferon-related developmental regulator 1	3	3	43998.7
O00459	P85B_HUMAN	PIK3R2	Phosphatidylinositol 3-kinase regulatory subunit beta	2	2	4427.35
O00461	GOLI4_HUMAN	GOLIM4	Golgi integral membrane protein 4	12	12	1.12762e+06
O00462	MANBA_HUMAN	MANBA	Beta-mannosidase	1	1	349487
O00468	AGRIN_HUMAN	AGRN	Agrin	14	14	1.66476e+06
O00469	PLOD2_HUMAN	PLOD2	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2	7	7	760020
O00471	EXOC5_HUMAN	EXOC5	Exocyst complex component 5	6	6	2.00187e+06
O00472	ELL2_HUMAN	ELL2	RNA polymerase II elongation factor ELL2	1	1	3468.31
O00478;O00481;P78410	BT3A1_HUMAN;BT3A2_HUMAN;BT3A3_HUMAN	BTN3A1;BTN3A2;BTN3A3	Butyrophilin subfamily 3 member A3	1	0	83868
O00483	NDUA4_HUMAN	NDUFA4	Cytochrome c oxidase subunit NDUFA4	3	3	3.84385e+06
O00487	PSDE_HUMAN	PSMD14	26S proteasome non-ATPase regulatory subunit 14	3	3	1.74008e+07
O00488	ZN593_HUMAN	ZNF593	Zinc finger protein 593	3	3	472392
O00499	BIN1_HUMAN	BIN1	Myc box-dependent-interacting protein 1	8	8	1.43706e+06
O00505	IMA4_HUMAN	KPNA3	Importin subunit alpha-4	2	2	328852
O00534	VMA5A_HUMAN	VWA5A	von Willebrand factor A domain-containing protein 5A	18	18	1.03224e+07
O00541	PESC_HUMAN	PES1	Pescadillo homolog	17	17	1.28742e+06
O00560	SDCB1_HUMAN	SDCBP	Syntenin-1	2	2	119589
O00562	PITM1_HUMAN	PITPNM1	Membrane-associated phosphatidylinositol transfer protein 1	7	7	1.07094e+06
O00566	MPP10_HUMAN	MPHOSPH10	U3 small nucleolar ribonucleoprotein protein MPP10	4	4	486831
O00567	NOP56_HUMAN	NOP56	Nucleolar protein 56	17	17	2.44504e+07
O00571	DDX3X_HUMAN	DDX3X	ATP-dependent RNA helicase DDX3X	21	7	5.39714e+06
O00584	RNT2_HUMAN	RNASET2	Ribonuclease T2	3	3	223631
O00592	PODXL_HUMAN	PODXL	Podocalyxin	5	5	3.89625e+06
O00623	PEX12_HUMAN	PEX12	Peroxisome assembly protein 12	1	1	3094.15
O00625	PIR_HUMAN	PIR	Pirin	4	4	1.21898e+06
O00629	IMA3_HUMAN	KPNA4	Importin subunit alpha-3	7	3	1.65003e+06
O00635	TRI38_HUMAN	TRIM38	E3 ubiquitin-protein ligase TRIM38	1	1	1380.01
O00712	NFIB_HUMAN	NFIB	Nuclear factor 1 B-type	3	2	1.14416e+06
O00743	PPP6_HUMAN	PPP6C	Serine/threonine-protein phosphatase 6 catalytic subunit	5	5	1.44136e+06
O00754	MA2B1_HUMAN	MAN2B1	Lysosomal alpha-mannosidase	3	3	2.1413e+06
O00762	UBE2C_HUMAN	UBE2C	Ubiquitin-conjugating enzyme E2 C	4	4	338938
O00764	PDXK_HUMAN	PDXK	Pyridoxal kinase	8	8	1.10507e+06
O00767	ACOD_HUMAN	SCD	Acyl-CoA desaturase	5	5	2.0546e+06
O13297	CET1_YEAST	CET1	mRNA-capping enzyme subunit beta	15	15	3.3254e+07
O13329	FOB1_YEAST	FOB1	DNA replication fork-blocking protein FOB1	4	4	12321
O13516	RS9A_YEAST	RPS9A	Small ribosomal subunit protein uS4A	10	1	7.26049e+07
O13525	COQ4_YEAST	COQ4	Ubiquinone biosynthesis protein COQ4, mitochondrial	1	1	101300
O13539	THP2_YEAST	THP2	THO complex subunit THP2	3	3	1.63959e+07
O13547	CCW14_YEAST	CCW14	Covalently-linked cell wall protein 14	2	2	785484
O13563	RPN13_YEAST	RPN13	26S proteasome regulatory subunit RPN13	5	5	2.92922e+06
O13585	YP089_YEAST	YPR089W	Dilute domain-containing protein YPR089W	10	10	1.08257e+06
O14455	RL36B_YEAST	RPL36B	Large ribosomal subunit protein eL36B	4	1	7.63842e+07
O14467	MBF1_YEAST	MBF1	Multiprotein-bridging factor 1	7	7	1.75625e+07
O14493;O15551;O95484;P56747	CLD3_HUMAN;CLD4_HUMAN;CLD6_HUMAN;CLD9_HUMAN	CLDN3;CLDN4;CLDN6;CLDN9	Claudin-4	1	0	184540
O14497	ARI1A_HUMAN	ARID1A	AT-rich interactive domain-containing protein 1A	5	5	401954
O14519	CDKA1_HUMAN	CDK2AP1	Cyclin-dependent kinase 2-associated protein 1	2	1	48027.8
O14524	NEMP1_HUMAN	NEMP1	Nuclear envelope integral membrane protein 1	3	3	110438
O14530	TXND9_HUMAN	TXNDC9	Thioredoxin domain-containing protein 9	6	6	211531
O14545	TRAD1_HUMAN	TRAFD1	TRAF-type zinc finger domain-containing protein 1	2	2	40860.3
O14548	COX7R_HUMAN	COX7A2L	Cytochrome c oxidase subunit 7A-related protein, mitochondrial	5	5	4.92582e+06
O14561	ACPM_HUMAN	NDUFAB1	Acyl carrier protein, mitochondrial	1	1	992832
O14562	UBFD1_HUMAN	UBFD1	Ubiquitin domain-containing protein UBFD1	6	6	2.04481e+06
O14569	C56D2_HUMAN	CYB561D2	Cytochrome b561 domain-containing protein 2	1	1	63319.4
O14578	CTRO_HUMAN	CIT	Citron Rho-interacting kinase	3	3	259612
O14579	COPE_HUMAN	COPE	Coatomer subunit epsilon	9	9	1.34366e+06
O14617	AP3D1_HUMAN	AP3D1	AP-3 complex subunit delta-1	17	17	2.96756e+06
O14618	CCS_HUMAN	CCS	Copper chaperone for superoxide dismutase	4	4	204598
O14639	ABLM1_HUMAN	ABLIM1	Actin-binding LIM protein 1	9	9	734742
O14641	DVL2_HUMAN	DVL2	Segment polarity protein dishevelled homolog DVL-2	4	3	921416
O14646	CHD1_HUMAN	CHD1	Chromodomain-helicase-DNA-binding protein 1	6	4	1.05138e+06
O14647	CHD2_HUMAN	CHD2	Chromodomain-helicase-DNA-binding protein 2	6	6	125893
O14653	GOSR2_HUMAN	GOSR2	Golgi SNAP receptor complex member 2	1	1	274892
O14656	TOR1A_HUMAN	TOR1A	Torsin-1A	6	6	3.04864e+06
O14657	TOR1B_HUMAN	TOR1B	Torsin-1B	6	6	1.25791e+06
O14662	STX16_HUMAN	STX16	Syntaxin-16	3	3	252302
O14672	ADA10_HUMAN	ADAM10	Disintegrin and metalloproteinase domain-containing protein 10	12	12	782971
O14678	ABCD4_HUMAN	ABCD4	Lysosomal cobalamin transporter ABCD4	3	3	125728
O14681	EI24_HUMAN	EI24	Etoposide-induced protein 2.4 homolog	2	2	3.08834e+06
O14684	PTGES_HUMAN	PTGES	Prostaglandin E synthase	3	3	3.51004e+06
O14727	APAF_HUMAN	APAF1	Apoptotic protease-activating factor 1	2	2	54643.7
O14730	RIOK3_HUMAN	RIOK3	Serine/threonine-protein kinase RIO3	2	2	66535
O14732	IMPA2_HUMAN	IMPA2	Inositol monophosphatase 2	4	4	1.58998e+06
O14733	MP2K7_HUMAN	MAP2K7	Dual specificity mitogen-activated protein kinase kinase 7	2	2	2.11422e+06
O14734	ACOT8_HUMAN	ACOT8	Acyl-coenzyme A thioesterase 8	5	5	1.53461e+06
O14735	CDIPT_HUMAN	CDIPT	CDP-diacylglycerol--inositol 3-phosphatidyltransferase	2	2	2.48757e+06
O14737	PDCD5_HUMAN	PDCD5	Programmed cell death protein 5	5	5	2.29448e+06
O14744	ANM5_HUMAN	PRMT5	Protein arginine N-methyltransferase 5	10	10	2.48615e+06
O14745	NHRF1_HUMAN	SLC9A3R1	Na(+)/H(+) exchange regulatory cofactor NHE-RF1	9	9	1.32193e+06
O14757	CHK1_HUMAN	CHEK1	Serine/threonine-protein kinase Chk1	2	2	2760.73
O14763	TR10B_HUMAN	TNFRSF10B	Tumor necrosis factor receptor superfamily member 10B	2	2	230756
O14773	TPP1_HUMAN	TPP1	Tripeptidyl-peptidase 1	5	5	2.56591e+06
O14776	TCRG1_HUMAN	TCERG1	Transcription elongation regulator 1	21	20	5.56835e+06
O14777	NDC80_HUMAN	NDC80	Kinetochore protein NDC80 homolog	7	7	480310
O14787	TNPO2_HUMAN	TNPO2	Transportin-2	4	4	685520
O14802	RPC1_HUMAN	POLR3A	DNA-directed RNA polymerase III subunit RPC1	9	9	3.82839e+06
O14818	PSA7_HUMAN	PSMA7	Proteasome subunit alpha type-7	8	4	8.36163e+06
O14828	SCAM3_HUMAN	SCAMP3	Secretory carrier-associated membrane protein 3	7	7	1.35688e+06
O14874	BCKD_HUMAN	BCKDK	[3-methyl-2-oxobutanoate dehydrogenase [lipoamide]] kinase, mitochondrial	2	2	3.18036e+06
O14879	IFIT3_HUMAN	IFIT3	Interferon-induced protein with tetratricopeptide repeats 3	1	1	3669.69
O14880	MGST3_HUMAN	MGST3	Microsomal glutathione S-transferase 3	2	2	328174
O14893	GEMI2_HUMAN	GEMIN2	Gem-associated protein 2	1	1	63055.9
O14907	TX1B3_HUMAN	TAX1BP3	Tax1-binding protein 3	2	2	213937
O14908	GIPC1_HUMAN	GIPC1	PDZ domain-containing protein GIPC1	11	10	520917
O14920	IKKB_HUMAN	IKBKB	Inhibitor of nuclear factor kappa-B kinase subunit beta	8	8	781643
O14929	HAT1_HUMAN	HAT1	Histone acetyltransferase type B catalytic subunit	6	6	566120
O14936	CSKP_HUMAN	CASK	Peripheral plasma membrane protein CASK	12	12	820998
O14949	QCR8_HUMAN	UQCRQ	Cytochrome b-c1 complex subunit 8	3	3	1.60986e+06
O14950;P19105	ML12A_HUMAN;ML12B_HUMAN	MYL12A;MYL12B	Myosin regulatory light chain 12B	6	0	3.02681e+06
O14964	HGS_HUMAN	HGS	Hepatocyte growth factor-regulated tyrosine kinase substrate	8	8	442590
O14965	AURKA_HUMAN	AURKA	Aurora kinase A	2	2	218378
O14967	CLGN_HUMAN	CLGN	Calmegin	2	2	1.00055e+06
O14974	MYPT1_HUMAN	PPP1R12A	Protein phosphatase 1 regulatory subunit 12A	21	21	1.70334e+06
O14975	S27A2_HUMAN	SLC27A2	Very long-chain acyl-CoA synthetase	19	19	2.46181e+06
O14976	GAK_HUMAN	GAK	Cyclin-G-associated kinase	8	8	711860
O14979	HNRDL_HUMAN	HNRNPDL	Heterogeneous nuclear ribonucleoprotein D-like	7	6	5.75432e+06
O14980	XPO1_HUMAN	XPO1	Exportin-1	22	22	2.67203e+06
O14981	BTAF1_HUMAN	BTAF1	TATA-binding protein-associated factor 172	13	13	1.93219e+06
O15013	ARHGA_HUMAN	ARHGEF10	Rho guanine nucleotide exchange factor 10	4	3	74822
O15014	ZN609_HUMAN	ZNF609	Zinc finger protein 609	5	5	150058
O15020	SPTN2_HUMAN	SPTBN2	Spectrin beta chain, non-erythrocytic 2	25	25	8.09128e+06
O15027	SC16A_HUMAN	SEC16A	Protein transport protein Sec16A	28	28	1.24402e+06
O15031	PLXB2_HUMAN	PLXNB2	Plexin-B2	18	18	1.26833e+06
O15042	SR140_HUMAN	U2SURP	U2 snRNP-associated SURP motif-containing protein	14	14	3.76269e+06
O15047	SET1A_HUMAN	SETD1A	Histone-lysine N-methyltransferase SETD1A	2	2	582755
O15050	TRNK1_HUMAN	TRANK1	TPR and ankyrin repeat-containing protein 1	2	2	4710.1
O15061	SYNEM_HUMAN	SYNM	Synemin	2	2	5474.14
O15062	ZBTB5_HUMAN	ZBTB5	Zinc finger and BTB domain-containing protein 5	2	2	902.918
O15067	PUR4_HUMAN	PFAS	Phosphoribosylformylglycinamidine synthase	23	23	2.29207e+06
O15084	ANR28_HUMAN	ANKRD28	Serine/threonine-protein phosphatase 6 regulatory ankyrin repeat subunit A	7	7	1.79055e+06
O15085	ARHGB_HUMAN	ARHGEF11	Rho guanine nucleotide exchange factor 11	1	1	1270.67
O15091	MRPP3_HUMAN	PRORP	Mitochondrial ribonuclease P catalytic subunit	1	1	63078.9
O15111	IKKA_HUMAN	CHUK	Inhibitor of nuclear factor kappa-B kinase subunit alpha	2	2	3.57087e+06
O15118	NPC1_HUMAN	NPC1	NPC intracellular cholesterol transporter 1	8	8	2.36349e+06
O15120	PLCB_HUMAN	AGPAT2	1-acyl-sn-glycerol-3-phosphate acyltransferase beta	4	4	346586
O15121	DEGS1_HUMAN	DEGS1	Sphingolipid delta(4)-desaturase DES1	2	2	5913.71
O15126	SCAM1_HUMAN	SCAMP1	Secretory carrier-associated membrane protein 1	5	5	335140
O15127	SCAM2_HUMAN	SCAMP2	Secretory carrier-associated membrane protein 2	3	3	1.336e+06
O15143	ARC1B_HUMAN	ARPC1B	Actin-related protein 2/3 complex subunit 1B	8	8	1.56474e+06
O15144	ARPC2_HUMAN	ARPC2	Actin-related protein 2/3 complex subunit 2	10	10	3.77962e+06
O15145	ARPC3_HUMAN	ARPC3	Actin-related protein 2/3 complex subunit 3	6	6	1.88807e+06
O15160	RPAC1_HUMAN	POLR1C	DNA-directed RNA polymerases I and III subunit RPAC1	8	8	1.90959e+06
O15162	PLS1_HUMAN	PLSCR1	Phospholipid scramblase 1	4	4	734110
O15164	TIF1A_HUMAN	TRIM24	Transcription intermediary factor 1-alpha	6	6	1.28399e+06
O15173	PGRC2_HUMAN	PGRMC2	Membrane-associated progesterone receptor component 2	5	5	1.87491e+06
O15212	PFD6_HUMAN	PFDN6	Prefoldin subunit 6	4	4	988053
O15213	WDR46_HUMAN	WDR46	WD repeat-containing protein 46	8	8	2.04451e+06
O15226	NKRF_HUMAN	NKRF	NF-kappa-B-repressing factor	15	15	2.52396e+06
O15228	GNPAT_HUMAN	GNPAT	Dihydroxyacetone phosphate acyltransferase	4	4	107569
O15230	LAMA5_HUMAN	LAMA5	Laminin subunit alpha-5	15	15	422675
O15231	ZN185_HUMAN	ZNF185	Zinc finger protein 185	4	4	94951.9
O15234	CASC3_HUMAN	CASC3	Protein CASC3	1	1	2674.12
O15235	RT12_HUMAN	MRPS12	28S ribosomal protein S12, mitochondrial	2	2	851599
O15258	RER1_HUMAN	RER1	Protein RER1	3	3	618172
O15260	SURF4_HUMAN	SURF4	Surfeit locus protein 4	2	2	4.19236e+06
O15269	SPTC1_HUMAN	SPTLC1	Serine palmitoyltransferase 1	6	6	5.04106e+06
O15270	SPTC2_HUMAN	SPTLC2	Serine palmitoyltransferase 2	10	10	540058
O15294	OGT1_HUMAN	OGT	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit	23	23	6.07824e+06
O15304	SIVA_HUMAN	SIVA1	Apoptosis regulatory protein Siva	2	2	192157
O15305	PMM2_HUMAN	PMM2	Phosphomannomutase 2	9	9	1.01043e+06
